WK,Game Date,Opp,Result,G,GS,Rec,RecYds,RecAvg,RecLng,RecTD,RushAtt,RushYds,RushAvg,RushLng,RushTD,FUM,Lost,Player,Year
3,09/20,@CAR,W36-7,1,1,6,73,12.2,29,1,--,--,--,--,--,--,--,Martellus Bennett,2012
4,09/30,@PHI,L17-19,1,1,1,2,2.0,2,0,--,--,--,--,--,--,--,Martellus Bennett,2012
5,10/07,CLE,W41-27,1,1,3,30,10.0,17,0,--,--,--,--,--,--,--,Martellus Bennett,2012
6,10/14,@SF,W26-3,1,1,1,9,9.0,9,0,--,--,--,--,--,--,--,Martellus Bennett,2012
7,10/21,WAS,W27-23,1,1,5,79,15.8,31,0,--,--,--,--,--,--,--,Martellus Bennett,2012
8,10/28,@DAL,W29-24,1,1,4,29,7.3,12,0,--,--,--,--,--,--,--,Martellus Bennett,2012
9,11/04,PIT,L20-24,1,1,3,40,13.3,33,0,--,--,--,--,--,--,--,Martellus Bennett,2012
10,11/11,@CIN,L13-31,1,1,4,37,9.3,13,0,--,--,--,--,--,--,--,Martellus Bennett,2012
11,Bye,,,,,,,,,,,,,,,,,Martellus Bennett,2012
12,11/25,GB,W38-10,1,1,3,44,14.7,17,0,--,--,--,--,--,--,--,Martellus Bennett,2012
13,12/03,@WAS,L16-17,1,1,5,82,16.4,28,1,--,--,--,--,--,--,--,Martellus Bennett,2012
14,12/09,NO,W52-27,1,1,5,32,6.4,11,1,--,--,--,--,--,--,--,Martellus Bennett,2012
15,12/16,@ATL,L0-34,1,1,1,15,15.0,15,0,--,--,--,--,--,--,--,Martellus Bennett,2012
16,12/23,@BAL,L14-33,1,1,4,27,6.8,11,0,--,--,--,--,--,--,--,Martellus Bennett,2012
17,12/30,PHI,W42-7,1,1,1,15,15.0,15,0,--,--,--,--,--,--,--,Martellus Bennett,2012
1,09/11,@NYJ,L24-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Martellus Bennett,2011
2,09/18,@SF,W27-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Martellus Bennett,2011
3,09/26,WAS,W18-16,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--,Martellus Bennett,2011
4,10/02,DET,L30-34,1,0,2,22,11.0,15,0,--,--,--,--,--,--,--,Martellus Bennett,2011
5,Bye,,,,,,,,,,,,,,,,,Martellus Bennett,2011
6,10/16,@NE,L16-20,1,0,2,13,6.5,8,0,--,--,--,--,--,--,--,Martellus Bennett,2011
7,10/23,STL,W34-7,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Martellus Bennett,2011
8,10/30,@PHI,L7-34,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Martellus Bennett,2011
9,11/06,SEA,W23-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Martellus Bennett,2011
10,11/13,BUF,W44-7,1,0,1,8,8.0,8,0,--,--,--,--,--,--,--,Martellus Bennett,2011
11,11/20,@WAS,W27-24,1,1,3,31,10.3,14,0,--,--,--,--,--,--,--,Martellus Bennett,2011
12,11/24,MIA,W20-19,1,0,1,8,8.0,8,0,--,--,--,--,--,--,--,Martellus Bennett,2011
13,12/04,@ARI,L13-19,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Martellus Bennett,2011
14,12/11,NYG,L34-37,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Martellus Bennett,2011
15,12/17,@TB,W31-15,1,1,3,23,7.7,11,0,--,--,--,--,--,--,--,Martellus Bennett,2011
16,12/24,PHI,L7-20,1,1,3,28,9.3,14,0,--,--,--,--,--,--,--,Martellus Bennett,2011
17,01/01,@NYG,L14-31,1,0,1,5,5.0,5,0,--,--,--,--,--,--,--,Martellus Bennett,2011
1,09/12,@WAS,L7-13,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--,Martellus Bennett,2010
2,09/19,CHI,L20-27,1,1,7,45,6.4,16,0,--,--,--,--,--,--,--,Martellus Bennett,2010
3,09/26,@HOU,W27-13,1,1,3,26,8.7,14,0,--,--,--,--,--,--,--,Martellus Bennett,2010
4,Bye,,,,,,,,,,,,,,,,,Martellus Bennett,2010
5,10/10,TEN,L27-34,1,0,2,19,9.5,11,0,--,--,--,--,--,--,--,Martellus Bennett,2010
6,10/17,@MIN,L21-24,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Martellus Bennett,2010
7,10/25,NYG,L35-41,1,1,1,5,5.0,5,0,--,--,--,--,--,--,--,Martellus Bennett,2010
8,10/31,JAC,L17-35,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Martellus Bennett,2010
9,11/07,@GB,L7-45,1,0,3,20,6.7,15,0,--,--,--,--,--,--,--,Martellus Bennett,2010
10,11/14,@NYG,W33-20,1,0,1,32,32.0,32,0,--,--,--,--,--,--,--,Martellus Bennett,2010
11,11/21,DET,W35-19,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Martellus Bennett,2010
12,11/25,NO,L27-30,1,1,2,17,8.5,9,0,--,--,--,--,--,--,--,Martellus Bennett,2010
13,12/05,@IND,W38-35,1,1,3,24,8.0,11,0,--,--,--,--,--,--,--,Martellus Bennett,2010
14,12/12,PHI,L27-30,1,1,4,30,7.5,11,0,--,--,--,--,--,--,--,Martellus Bennett,2010
15,12/19,WAS,W33-30,1,0,1,2,2.0,2,0,--,--,--,--,--,--,--,Martellus Bennett,2010
16,12/25,@ARI,L26-27,1,1,3,22,7.3,15,0,--,--,--,--,--,1,0,Martellus Bennett,2010
17,01/02,@PHI,W14-13,1,1,2,11,5.5,11,0,--,--,--,--,--,--,--,Martellus Bennett,2010
1,09/13,@NYJ,L10-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
2,09/20,TEN,W28-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
3,09/27,OAK,L20-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
4,10/04,@SD,L27-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
5,10/11,@BAL,W33-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
6,10/18,DEN,L23-26,0,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
7,10/25,@STL,L6-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
8,11/01,ARI,L20-34,0,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
9,11/05,@CIN,L10-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
10,11/15,@PIT,L9-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
11,Bye,,,,,,,,,,,,,,,,,E.J. Bibbs,2015
12,11/30,BAL,L27-33,1,0,0,0,--,--,0,--,--,--,--,--,--,--,E.J. Bibbs,2015
13,12/06,CIN,L3-37,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--,E.J. Bibbs,2015
14,12/13,SF,W24-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
15,12/20,@SEA,L13-30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
16,12/27,@KC,L13-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
17,01/03,PIT,L12-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--,E.J. Bibbs,2015
1,09/04,@SEA,L16-36,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
2,09/14,NYJ,W31-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
3,09/21,@DET,L7-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
4,09/28,@CHI,W38-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
5,10/02,MIN,W42-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
6,10/12,@MIA,W27-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
7,10/19,CAR,W38-17,1,0,1,2,2.0,2,0,--,--,--,--,--,--,--,Brandon Bostick,2014
8,10/26,@NO,L23-44,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
9,Bye,,,,,,,,,,,,,,,,,Brandon Bostick,2014
10,11/09,CHI,W55-14,1,0,1,1,1.0,1T,1,--,--,--,--,--,--,--,Brandon Bostick,2014
11,11/16,PHI,W53-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
12,11/23,@MIN,W24-21,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
13,11/30,NE,W26-21,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
14,12/08,ATL,W43-37,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
15,12/14,@BUF,L13-21,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
16,12/21,@TB,W20-3,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
17,12/28,DET,W30-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2014
1,09/08,@SF,L28-34,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2013
2,09/15,WAS,W38-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2013
3,09/22,@CIN,L30-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2013
4,Bye,,,,,,,,,,,,,,,,,Brandon Bostick,2013
5,10/06,DET,W22-9,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2013
6,10/13,@BAL,W19-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2013
7,10/20,CLE,W31-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2013
8,10/27,@MIN,W44-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2013
9,11/04,CHI,L20-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2013
10,11/10,PHI,L13-27,1,0,3,42,14.0,22T,1,--,--,--,--,--,--,--,Brandon Bostick,2013
11,11/17,@NYG,L13-27,1,0,1,26,26.0,26,0,--,--,--,--,--,--,--,Brandon Bostick,2013
12,11/24,MIN,T26-26,1,0,1,24,24.0,24,0,--,--,--,--,--,--,--,Brandon Bostick,2013
13,11/28,@DET,L10-40,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Bostick,2013
14,12/08,ATL,W22-21,1,0,2,28,14.0,19,0,--,--,--,--,--,--,--,Brandon Bostick,2013
15,12/15,@DAL,W37-36,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Brandon Bostick,2013
1,09/13,@DEN,L13-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Nick Boyle,2015
2,09/20,@OAK,L33-37,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Nick Boyle,2015
3,09/27,CIN,L24-28,1,0,2,19,9.5,13,0,--,--,--,--,--,--,--,Nick Boyle,2015
4,10/01,@PIT,W23-20,1,1,3,12,4.0,8,0,--,--,--,--,--,--,--,Nick Boyle,2015
5,10/11,CLE,L30-33,1,0,3,27,9.0,11,0,--,--,--,--,--,--,--,Nick Boyle,2015
6,10/18,@SF,L20-25,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Nick Boyle,2015
7,10/26,@ARI,L18-26,1,0,2,20,10.0,11,0,--,--,--,--,--,--,--,Nick Boyle,2015
8,11/01,SD,W29-26,1,0,1,15,15.0,15,0,--,--,--,--,--,--,--,Nick Boyle,2015
9,Bye,,,,,,,,,,,,,,,,,Nick Boyle,2015
10,11/15,JAC,L20-22,1,1,3,35,11.7,25,0,--,--,--,--,--,--,--,Nick Boyle,2015
11,11/22,STL,W16-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Nick Boyle,2015
12,11/30,@CLE,W33-27,1,0,1,10,10.0,10,0,--,--,--,--,--,--,--,Nick Boyle,2015
13,12/06,@MIA,L13-15,1,0,3,15,5.0,7,0,--,--,--,--,--,--,--,Nick Boyle,2015
3,09/27,@HOU,L9-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Cameron Brate,2015
4,10/04,CAR,L23-37,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--,Cameron Brate,2015
5,10/11,JAC,W38-31,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Cameron Brate,2015
6,Bye,,,,,,,,,,,,,,,,,Cameron Brate,2015
7,10/25,@WAS,L30-31,1,0,1,6,6.0,6,0,--,--,--,--,--,--,--,Cameron Brate,2015
8,11/01,@ATL,W23-20,1,0,2,48,24.0,28,1,--,--,--,--,--,--,--,Cameron Brate,2015
9,11/08,NYG,L18-32,1,0,1,17,17.0,17,0,--,--,--,--,--,--,--,Cameron Brate,2015
10,11/15,DAL,W10-6,1,0,1,6,6.0,6,0,--,--,--,--,--,--,--,Cameron Brate,2015
11,11/22,@PHI,W45-17,1,0,3,47,15.7,23,1,--,--,--,--,--,--,--,Cameron Brate,2015
12,11/29,@IND,L12-25,1,1,5,53,10.6,20T,1,--,--,--,--,--,--,--,Cameron Brate,2015
13,12/06,ATL,W23-19,1,1,2,12,6.0,7,0,--,--,--,--,--,--,--,Cameron Brate,2015
14,12/13,NO,L17-24,1,0,2,16,8.0,11,0,--,--,--,--,--,--,--,Cameron Brate,2015
15,12/17,@STL,L23-31,1,1,3,20,6.7,8,0,--,--,--,--,--,--,--,Cameron Brate,2015
16,12/27,CHI,L21-26,1,0,1,46,46.0,46,0,--,--,--,--,--,--,--,Cameron Brate,2015
17,01/03,@CAR,L10-38,1,0,1,10,10.0,10,0,--,--,--,--,--,--,--,Cameron Brate,2015
13,11/30,CIN,L13-14,1,1,1,17,17.0,17,0,--,--,--,--,--,--,--,Cameron Brate,2014
14,12/07,@DET,L17-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Cameron Brate,2014
15,12/14,@CAR,L17-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Cameron Brate,2014
16,12/21,GB,L3-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Cameron Brate,2014
17,12/28,NO,L20-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Cameron Brate,2014
1,09/14,@ATL,L24-26,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
2,09/20,DAL,L10-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
3,09/27,@NYJ,W24-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
4,10/04,@WAS,L20-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
5,10/11,NO,W39-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
6,10/19,NYG,W27-7,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
7,10/25,@CAR,L16-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
8,Bye,,,,,,,,,,,,,,,,,Trey Burton,2015
9,11/08,@DAL,W33-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
10,11/15,MIA,L19-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
11,11/22,TB,L17-45,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Trey Burton,2015
12,11/26,@DET,L14-45,1,0,2,49,24.5,43,0,--,--,--,--,--,--,--,Trey Burton,2015
13,12/06,@NE,W35-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
14,12/13,BUF,W23-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
15,12/20,ARI,L17-40,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
16,12/26,WAS,L24-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2015
17,01/03,@NYG,W35-30,1,0,1,5,5.0,5,0,--,--,--,--,--,--,--,Trey Burton,2015
1,09/07,JAC,W34-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
2,09/15,@IND,W30-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
3,09/21,WAS,W37-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
4,09/28,@SF,L21-26,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
5,10/05,STL,W34-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
6,10/12,NYG,W27-0,1,0,--,--,--,--,--,5,10,2.0,4,0,--,--,Trey Burton,2014
7,Bye,,,,,,,,,,,,,,,,,Trey Burton,2014
8,10/26,@ARI,L20-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
9,11/02,@HOU,W31-21,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
10,11/10,CAR,W45-21,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
11,11/16,@GB,L20-53,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
12,11/23,TEN,W43-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
13,11/27,@DAL,W33-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
14,12/07,SEA,L14-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
15,12/14,DAL,L27-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
16,12/20,@WAS,L24-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
17,12/28,@NYG,W34-26,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Trey Burton,2014
1,09/13,@WAS,W17-10,1,1,4,73,18.3,27,0,--,--,--,--,--,--,--,Jordan Cameron,2015
2,09/20,@JAC,L20-23,1,1,3,62,20.7,26,0,--,--,--,--,--,--,--,Jordan Cameron,2015
3,09/27,BUF,L14-41,1,1,3,16,5.3,10,0,--,--,--,--,--,--,--,Jordan Cameron,2015
4,10/04,NYJ,L14-27,1,1,2,19,9.5,11,0,--,--,--,--,--,--,--,Jordan Cameron,2015
5,Bye,,,,,,,,,,,,,,,,,Jordan Cameron,2015
6,10/18,@TEN,W38-10,1,1,3,30,10.0,13,1,--,--,--,--,--,--,--,Jordan Cameron,2015
7,10/25,HOU,W44-26,1,1,2,23,11.5,12,0,--,--,--,--,--,--,--,Jordan Cameron,2015
8,10/29,@NE,L7-36,1,1,2,34,17.0,29,0,--,--,--,--,--,--,--,Jordan Cameron,2015
9,11/08,@BUF,L17-33,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--,Jordan Cameron,2015
10,11/15,@PHI,W20-19,1,1,1,5,5.0,5,0,--,--,--,--,--,--,--,Jordan Cameron,2015
11,11/22,DAL,L14-24,1,1,2,21,10.5,12T,1,--,--,--,--,--,--,--,Jordan Cameron,2015
12,11/29,@NYJ,L20-38,1,1,2,13,6.5,7,0,--,--,--,--,--,--,--,Jordan Cameron,2015
13,12/06,BAL,W15-13,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,Jordan Cameron,2015
14,12/14,NYG,L24-31,1,1,3,35,11.7,17,0,--,--,--,--,--,1,0,Jordan Cameron,2015
15,12/20,@SD,L14-30,1,1,1,5,5.0,5,0,--,--,--,--,--,--,--,Jordan Cameron,2015
16,12/27,IND,L12-18,1,1,3,34,11.3,15,0,--,--,--,--,--,--,--,Jordan Cameron,2015
17,01/03,NE,W20-10,1,1,2,6,3.0,4,1,--,--,--,--,--,--,--,Jordan Cameron,2015
1,09/07,@PIT,L27-30,1,1,2,47,23.5,47,0,--,--,--,--,--,--,--,Jordan Cameron,2014
2,09/14,NO,W26-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2014
3,09/21,BAL,L21-23,1,1,1,23,23.0,23,0,--,--,--,--,--,--,--,Jordan Cameron,2014
4,Bye,,,,,,,,,,,,,,,,,Jordan Cameron,2014
5,10/05,@TEN,W29-28,1,1,3,33,11.0,19,0,--,--,--,--,--,--,--,Jordan Cameron,2014
6,10/12,PIT,W31-10,1,1,3,102,34.0,51T,1,--,--,--,--,--,--,--,Jordan Cameron,2014
7,10/19,@JAC,L6-24,1,1,1,5,5.0,5,0,--,--,--,--,--,--,--,Jordan Cameron,2014
8,10/26,OAK,W23-13,1,1,3,40,13.3,21,0,--,--,--,--,--,--,--,Jordan Cameron,2014
9,11/02,TB,W22-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2014
10,11/06,@CIN,W24-3,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2014
11,11/16,HOU,L7-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2014
12,11/23,@ATL,W26-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2014
13,11/30,@BUF,L10-26,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2014
14,12/07,IND,L24-25,1,0,4,41,10.3,20,0,--,--,--,--,--,--,--,Jordan Cameron,2014
15,12/14,CIN,L0-30,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,Jordan Cameron,2014
16,12/21,@CAR,L13-17,1,1,3,88,29.3,81T,1,--,--,--,--,--,--,--,Jordan Cameron,2014
17,12/28,@BAL,L10-20,1,1,3,41,13.7,30,0,--,--,--,--,--,--,--,Jordan Cameron,2014
1,09/08,MIA,L10-23,1,1,9,108,12.0,22,1,--,--,--,--,--,--,--,Jordan Cameron,2013
2,09/15,@BAL,L6-14,1,1,5,95,19.0,53,0,--,--,--,--,--,--,--,Jordan Cameron,2013
3,09/22,@MIN,W31-27,1,1,6,66,11.0,19T,3,--,--,--,--,--,--,--,Jordan Cameron,2013
4,09/29,CIN,W17-6,1,1,10,91,9.1,31,1,--,--,--,--,--,--,--,Jordan Cameron,2013
5,10/03,BUF,W37-24,1,1,3,36,12.0,19,0,--,--,--,--,--,1,0,Jordan Cameron,2013
6,10/13,DET,L17-31,1,1,5,64,12.8,33,0,--,--,--,--,--,--,--,Jordan Cameron,2013
7,10/20,@GB,L13-31,1,1,7,55,7.9,15,1,--,--,--,--,--,--,--,Jordan Cameron,2013
8,10/27,@KC,L17-23,1,1,4,81,20.3,37,0,--,--,--,--,--,--,--,Jordan Cameron,2013
9,11/03,BAL,W24-18,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,Jordan Cameron,2013
10,Bye,,,,,,,,,,,,,,,,,Jordan Cameron,2013
11,11/17,@CIN,L20-41,1,1,6,29,4.8,8,0,--,--,--,--,--,--,--,Jordan Cameron,2013
12,11/24,PIT,L11-27,1,1,3,32,10.7,16,0,--,--,--,--,--,--,--,Jordan Cameron,2013
13,12/01,JAC,L28-32,1,1,4,43,10.8,26,0,--,--,--,--,--,--,--,Jordan Cameron,2013
14,12/08,@NE,L26-27,1,1,9,121,13.4,21,1,--,--,--,--,--,--,--,Jordan Cameron,2013
15,12/15,CHI,L31-38,1,1,3,23,7.7,10,0,--,--,--,--,--,--,--,Jordan Cameron,2013
16,12/22,@NYJ,L13-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2013
17,12/29,@PIT,L7-20,1,0,5,69,13.8,24,0,--,--,--,--,--,--,--,Jordan Cameron,2013
1,09/09,PHI,L16-17,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jordan Cameron,2012
2,09/16,@CIN,L27-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2012
3,09/23,BUF,L14-24,1,0,5,45,9.0,18,0,--,--,--,--,--,--,--,Jordan Cameron,2012
4,09/27,@BAL,L16-23,1,1,1,15,15.0,15,0,--,--,--,--,--,--,--,Jordan Cameron,2012
5,10/07,@NYG,L27-41,1,0,2,26,13.0,21,0,--,--,--,--,--,--,--,Jordan Cameron,2012
6,10/14,CIN,W34-24,1,1,2,38,19.0,23,0,--,--,--,--,--,--,--,Jordan Cameron,2012
7,10/21,@IND,L13-17,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,Jordan Cameron,2012
8,10/28,SD,W7-6,1,0,1,12,12.0,12,0,--,--,--,--,--,--,--,Jordan Cameron,2012
9,11/04,BAL,L15-25,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jordan Cameron,2012
10,Bye,,,,,,,,,,,,,,,,,Jordan Cameron,2012
11,11/18,@DAL,L20-23,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jordan Cameron,2012
12,11/25,PIT,W20-14,1,1,2,12,6.0,7,1,--,--,--,--,--,--,--,Jordan Cameron,2012
13,12/02,@OAK,W20-17,1,0,2,30,15.0,23,0,--,--,--,--,--,--,--,Jordan Cameron,2012
14,12/09,KC,W30-7,1,1,1,10,10.0,10,0,--,--,--,--,--,--,--,Jordan Cameron,2012
15,12/16,WAS,L21-38,1,1,3,34,11.3,28,0,--,--,--,--,--,--,--,Jordan Cameron,2012
16,12/23,@DEN,L12-34,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2012
17,12/30,@PIT,L10-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2012
1,09/11,CIN,L17-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
2,09/18,@IND,W27-19,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
3,09/25,MIA,W17-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
4,10/02,TEN,L13-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
5,Bye,,,,,,,,,,,,,,,,,Jordan Cameron,2011
6,10/16,@OAK,L17-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
7,10/23,SEA,W6-3,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
8,10/30,@SF,L10-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
9,11/06,@HOU,L12-30,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--,Jordan Cameron,2011
10,11/13,STL,L12-13,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jordan Cameron,2011
11,11/20,JAC,W14-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
12,11/27,@CIN,L20-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
13,12/04,BAL,L10-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
14,12/08,@PIT,L3-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jordan Cameron,2011
15,12/18,@ARI,L17-20,1,0,3,8,2.7,8,0,--,--,--,--,--,--,--,Jordan Cameron,2011
16,12/24,@BAL,L14-20,1,1,1,3,3.0,3,0,--,--,--,--,--,--,--,Jordan Cameron,2011
17,01/01,PIT,L9-13,1,1,1,15,15.0,15,0,--,--,--,--,--,--,--,Jordan Cameron,2011
1,09/13,MIA,L10-17,1,1,2,8,4.0,9,0,--,--,--,--,--,--,--,Derek Carrier,2015
2,09/20,STL,W24-10,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Derek Carrier,2015
3,09/24,@NYG,L21-32,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Derek Carrier,2015
4,10/04,PHI,W23-20,1,1,2,18,9.0,15,0,--,--,--,--,--,--,--,Derek Carrier,2015
