WK,Game Date,Opp,Result,G,GS,Rec,RecYds,RecAvg,RecLng,RecTD,RushAtt,RushYds,RushAvg,RushLng,RushTD,FUM,Lost,Player,Year
3,09/26,WAS,W30-16,1,0,3,22,7.3,12,1,--,--,--,--,--,--,--,Daniel Fells,2010
4,10/03,SEA,W20-3,1,0,3,35,11.7,15,0,--,--,--,--,--,--,--,Daniel Fells,2010
5,10/10,@DET,L6-44,1,1,3,32,10.7,27,0,--,--,--,--,--,--,--,Daniel Fells,2010
6,10/17,SD,W20-17,1,0,1,8,8.0,8,0,--,--,--,--,--,--,--,Daniel Fells,2010
7,10/24,@TB,L17-18,1,0,1,5,5.0,5,0,--,--,--,--,--,--,--,Daniel Fells,2010
8,10/31,CAR,W20-10,1,1,4,35,8.8,23T,1,--,--,--,--,--,--,--,Daniel Fells,2010
9,Bye,,,,,,,,,,,,,,,,,Daniel Fells,2010
10,11/14,@SF,L20-23,1,0,2,11,5.5,11,0,--,--,--,--,--,--,--,Daniel Fells,2010
11,11/21,ATL,L17-34,1,1,1,11,11.0,11,0,--,--,--,--,--,--,--,Daniel Fells,2010
12,11/28,@DEN,W36-33,1,0,2,23,11.5,13,0,--,--,--,--,--,--,--,Daniel Fells,2010
13,12/05,@ARI,W19-6,1,1,3,18,6.0,9,0,--,--,--,--,--,--,--,Daniel Fells,2010
14,12/12,@NO,L13-31,1,0,3,26,8.7,10,0,--,--,--,--,--,--,--,Daniel Fells,2010
15,12/19,KC,L13-27,1,0,4,47,11.8,25,0,--,--,--,--,--,--,--,Daniel Fells,2010
16,12/26,SF,W25-17,1,1,3,28,9.3,11,0,--,--,--,--,--,--,--,Daniel Fells,2010
17,01/02,@SEA,L6-16,1,0,3,39,13.0,15,0,--,--,--,--,--,--,--,Daniel Fells,2010
1,09/13,NO,W31-19,1,1,4,82,20.5,48,1,--,--,--,--,--,--,--,Darren Fells,2015
2,09/20,@CHI,W48-23,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2015
3,09/27,SF,W47-7,1,1,1,13,13.0,13,0,--,--,--,--,--,--,--,Darren Fells,2015
4,10/04,STL,L22-24,1,1,1,17,17.0,17,0,--,--,--,--,--,--,--,Darren Fells,2015
5,10/11,@DET,W42-17,1,1,2,25,12.5,14T,1,--,--,--,--,--,--,--,Darren Fells,2015
6,10/18,@PIT,L13-25,1,1,1,9,9.0,9,0,--,--,--,--,--,--,--,Darren Fells,2015
7,10/26,BAL,W26-18,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2015
8,11/01,@CLE,W34-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2015
9,Bye,,,,,,,,,,,,,,,,,Darren Fells,2015
10,11/15,@SEA,W39-32,1,1,3,21,7.0,9,0,--,--,--,--,--,--,--,Darren Fells,2015
11,11/22,CIN,W34-31,1,1,1,18,18.0,18T,1,--,--,--,--,--,--,--,Darren Fells,2015
12,11/29,@SF,W19-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2015
13,12/06,@STL,W27-3,1,0,1,22,22.0,22,0,--,--,--,--,--,--,--,Darren Fells,2015
14,12/10,MIN,W23-20,1,1,3,43,14.3,26,0,--,--,--,--,--,--,--,Darren Fells,2015
15,12/20,@PHI,W40-17,1,1,3,54,18.0,36,0,--,--,--,--,--,--,--,Darren Fells,2015
16,12/27,GB,W38-8,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2015
17,01/03,SEA,L6-36,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--,Darren Fells,2015
1,09/08,SD,W18-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
2,09/14,@NYG,W25-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
3,09/21,SF,W23-14,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Darren Fells,2014
4,Bye,,,,,,,,,,,,,,,,,Darren Fells,2014
5,10/05,@DEN,L20-41,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
6,10/12,WAS,W30-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
7,10/19,@OAK,W24-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
8,10/26,PHI,W24-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
9,11/02,@DAL,W28-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
10,11/09,STL,W31-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
11,11/16,DET,W14-6,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
12,11/23,@SEA,L3-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
13,11/30,@ATL,L18-29,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Darren Fells,2014
14,12/07,KC,W17-14,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Darren Fells,2014
15,12/11,@STL,W12-6,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--,Darren Fells,2014
16,12/21,SEA,L6-35,1,1,2,26,13.0,15,0,--,--,--,--,--,--,--,Darren Fells,2014
17,12/28,@SF,L17-20,1,1,2,39,19.5,24,0,--,--,--,--,--,--,--,Darren Fells,2014
1,09/13,KC,L20-27,1,1,1,15,15.0,15,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
2,09/20,@CAR,L17-24,1,1,1,19,19.0,19,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
3,09/27,TB,W19-9,1,1,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
4,10/04,@ATL,L21-48,1,1,3,28,9.3,19,1,--,--,--,--,--,1,1,C.J. Fiedorowicz,2015
5,10/08,IND,L20-27,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
6,10/18,@JAC,W31-20,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
7,10/25,@MIA,L26-44,1,1,0,0,--,--,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
8,11/01,TEN,W20-6,1,1,2,15,7.5,14,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
9,Bye,,,,,,,,,,,,,,,,,C.J. Fiedorowicz,2015
10,11/16,@CIN,W10-6,1,0,2,30,15.0,25,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
11,11/22,NYJ,W24-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
12,11/29,NO,W24-6,1,1,2,20,10.0,14,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
13,12/06,@BUF,L21-30,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
14,12/13,NE,L6-27,1,1,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
15,12/20,@IND,W16-10,1,1,0,0,--,--,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
16,12/27,@TEN,W34-6,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
17,01/03,JAC,W30-6,1,0,2,14,7.0,9,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2015
1,09/07,WAS,W17-6,1,0,0,0,--,--,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
2,09/14,@OAK,W30-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
3,09/21,@NYG,L17-30,1,1,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
4,09/28,BUF,W23-17,1,1,0,0,--,--,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
5,10/05,@DAL,L17-20,1,1,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
6,10/09,IND,L28-33,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
7,10/20,@PIT,L23-30,1,0,1,9,9.0,9,0,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
8,10/26,@TEN,W30-16,1,0,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
9,11/02,PHI,L21-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
10,Bye,,,,,,,,,,,,,,,,,C.J. Fiedorowicz,2014
11,11/16,@CLE,W23-7,1,0,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
12,11/23,CIN,L13-22,1,1,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
13,11/30,TEN,W45-21,1,1,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
14,12/07,@JAC,W27-13,1,1,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
15,12/14,@IND,L10-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
16,12/21,BAL,W25-13,1,1,2,12,6.0,7,1,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
17,12/28,JAC,W23-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,C.J. Fiedorowicz,2014
1,09/13,@BUF,L14-27,1,0,1,5,5.0,5,0,--,--,--,--,--,--,--,Coby Fleener,2015
2,09/21,NYJ,L7-20,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Coby Fleener,2015
3,09/27,@TEN,W35-33,1,1,4,51,12.8,19,0,--,--,--,--,--,--,--,Coby Fleener,2015
4,10/04,JAC,W16-13,1,1,9,83,9.2,28,1,--,--,--,--,--,--,--,Coby Fleener,2015
5,10/08,@HOU,W27-20,1,0,2,9,4.5,5,0,--,--,--,--,--,--,--,Coby Fleener,2015
6,10/18,NE,L27-34,1,1,3,20,6.7,11,0,--,--,--,--,--,--,--,Coby Fleener,2015
7,10/25,NO,L21-27,1,0,3,47,15.7,27,0,--,--,--,--,--,--,--,Coby Fleener,2015
8,11/02,@CAR,L26-29,1,1,7,43,6.1,14,1,--,--,--,--,--,--,--,Coby Fleener,2015
9,11/08,DEN,W27-24,1,1,4,22,5.5,9,0,--,--,--,--,--,--,--,Coby Fleener,2015
10,Bye,,,,,,,,,,,,,,,,,Coby Fleener,2015
11,11/22,@ATL,W24-21,1,1,3,45,15.0,26,0,--,--,--,--,--,--,--,Coby Fleener,2015
12,11/29,TB,W25-12,1,1,3,27,9.0,17,0,--,--,--,--,--,--,--,Coby Fleener,2015
13,12/06,@PIT,L10-45,1,0,4,20,5.0,8,0,--,--,--,--,--,--,--,Coby Fleener,2015
14,12/13,@JAC,L16-51,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--,Coby Fleener,2015
15,12/20,HOU,L10-16,1,1,1,12,12.0,12,0,--,--,--,--,--,--,--,Coby Fleener,2015
16,12/27,@MIA,W18-12,1,1,2,13,6.5,10,0,--,--,--,--,--,--,--,Coby Fleener,2015
17,01/03,TEN,W30-24,1,0,7,88,12.6,57T,1,--,--,--,--,--,--,--,Coby Fleener,2015
1,09/07,@DEN,L24-31,1,1,3,21,7.0,12,0,--,--,--,--,--,--,--,Coby Fleener,2014
2,09/15,PHI,L27-30,1,0,1,13,13.0,13,0,--,--,--,--,--,--,--,Coby Fleener,2014
3,09/21,@JAC,W44-17,1,1,4,49,12.3,23,1,--,--,--,--,--,--,--,Coby Fleener,2014
4,09/28,TEN,W41-17,1,0,2,26,13.0,24,1,--,--,--,--,--,--,--,Coby Fleener,2014
5,10/05,BAL,W20-13,1,1,1,30,30.0,30,0,--,--,--,--,--,--,--,Coby Fleener,2014
6,10/09,@HOU,W33-28,1,0,2,11,5.5,7,1,--,--,--,--,--,--,--,Coby Fleener,2014
7,10/19,CIN,W27-0,1,1,4,64,16.0,26,0,--,--,--,--,--,--,--,Coby Fleener,2014
8,10/26,@PIT,L34-51,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,Coby Fleener,2014
9,11/03,@NYG,W40-24,1,0,4,77,19.3,32T,1,--,--,--,--,--,--,--,Coby Fleener,2014
10,Bye,,,,,,,,,,,,,,,,,Coby Fleener,2014
11,11/16,NE,L20-42,1,1,7,144,20.6,45,0,--,--,--,--,--,--,--,Coby Fleener,2014
12,11/23,JAC,W23-3,1,1,2,28,14.0,14,0,--,--,--,--,--,--,--,Coby Fleener,2014
13,11/30,WAS,W49-27,1,1,4,127,31.8,73T,2,--,--,--,--,--,--,--,Coby Fleener,2014
14,12/07,@CLE,W25-24,1,1,5,56,11.2,18,0,--,--,--,--,--,--,--,Coby Fleener,2014
15,12/14,HOU,W17-10,1,1,2,32,16.0,22,0,--,--,--,--,--,--,--,Coby Fleener,2014
16,12/21,@DAL,L7-42,1,1,4,36,9.0,17,0,--,--,--,--,--,--,--,Coby Fleener,2014
17,12/28,@TEN,W27-10,1,1,5,56,11.2,20,2,--,--,--,--,--,--,--,Coby Fleener,2014
1,09/08,OAK,W21-17,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--,Coby Fleener,2013
2,09/15,MIA,L20-24,1,1,4,69,17.3,40,1,--,--,--,--,--,--,--,Coby Fleener,2013
3,09/22,@SF,W27-7,1,0,2,13,6.5,7,0,--,--,--,--,--,--,--,Coby Fleener,2013
4,09/29,@JAC,W37-3,1,0,5,77,15.4,31T,1,--,--,--,--,--,--,--,Coby Fleener,2013
5,10/06,SEA,W34-28,1,1,2,15,7.5,11,0,--,--,--,--,--,--,--,Coby Fleener,2013
6,10/14,@SD,L9-19,1,1,3,16,5.3,9,0,--,--,--,--,--,--,--,Coby Fleener,2013
7,10/20,DEN,W39-33,1,1,5,38,7.6,21,1,--,--,--,--,--,--,--,Coby Fleener,2013
8,Bye,,,,,,,,,,,,,,,,,Coby Fleener,2013
9,11/03,@HOU,W27-24,1,1,3,64,21.3,44,0,--,--,--,--,--,--,--,Coby Fleener,2013
10,11/10,STL,L8-38,1,1,4,33,8.3,12,0,--,--,--,--,--,--,--,Coby Fleener,2013
11,11/14,@TEN,W30-27,1,0,8,107,13.4,39,0,--,--,--,--,--,--,--,Coby Fleener,2013
12,11/24,@ARI,L11-40,1,1,4,55,13.8,17T,1,--,--,--,--,--,--,--,Coby Fleener,2013
13,12/01,TEN,W22-14,1,1,3,50,16.7,21,0,--,--,--,--,--,--,--,Coby Fleener,2013
14,12/08,@CIN,L28-42,1,1,5,31,6.2,13,0,--,--,--,--,--,--,--,Coby Fleener,2013
15,12/15,HOU,W25-3,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Coby Fleener,2013
16,12/22,@KC,W23-7,1,1,2,8,4.0,6,0,--,--,--,--,--,1,0,Coby Fleener,2013
17,12/29,JAC,W30-10,1,1,1,25,25.0,25,0,--,--,--,--,--,--,--,Coby Fleener,2013
1,09/09,@CHI,L21-41,1,1,6,82,13.7,24,0,--,--,--,--,--,--,--,Coby Fleener,2012
2,09/16,MIN,W23-20,1,1,2,16,8.0,9,0,--,--,--,--,--,--,--,Coby Fleener,2012
3,09/23,JAC,L17-22,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Coby Fleener,2012
4,Bye,,,,,,,,,,,,,,,,,Coby Fleener,2012
5,10/07,GB,W30-27,1,1,5,41,8.2,18,0,--,--,--,--,--,--,--,Coby Fleener,2012
6,10/14,@NYJ,L9-35,1,1,4,42,10.5,12,0,--,--,--,--,--,--,--,Coby Fleener,2012
7,10/21,CLE,W17-13,1,0,2,17,8.5,10,0,--,--,--,--,--,--,--,Coby Fleener,2012
8,10/28,@TEN,W19-13,1,1,2,24,12.0,15,0,--,--,--,--,--,--,--,Coby Fleener,2012
9,11/04,MIA,W23-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Coby Fleener,2012
10,11/08,@JAC,W27-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Coby Fleener,2012
11,11/18,@NE,L24-59,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Coby Fleener,2012
12,11/25,BUF,W20-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Coby Fleener,2012
13,12/02,@DET,W35-33,1,1,1,26,26.0,26T,1,--,--,--,--,--,--,--,Coby Fleener,2012
14,12/09,TEN,W27-23,1,1,1,9,9.0,9,0,--,--,--,--,--,--,--,Coby Fleener,2012
15,12/16,@HOU,L17-29,1,1,1,21,21.0,21,0,--,--,--,--,--,--,--,Coby Fleener,2012
16,12/23,@KC,W20-13,1,0,1,2,2.0,2,0,--,--,--,--,--,--,--,Coby Fleener,2012
17,12/30,HOU,W28-16,1,1,1,1,1.0,1T,1,--,--,--,--,--,--,--,Coby Fleener,2012
5,10/12,PIT,L20-24,1,1,9,92,10.2,12T,2,--,--,--,--,--,--,--,Antonio Gates,2015
6,10/18,@GB,L20-27,1,1,9,95,10.6,21,0,--,--,--,--,--,--,--,Antonio Gates,2015
7,10/25,OAK,L29-37,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2015
8,11/01,@BAL,L26-29,1,0,4,56,14.0,30,0,--,--,--,--,--,--,--,Antonio Gates,2015
9,11/09,CHI,L19-22,1,1,6,69,11.5,40,0,--,--,--,--,--,--,--,Antonio Gates,2015
10,Bye,,,,,,,,,,,,,,,,,Antonio Gates,2015
11,11/22,KC,L3-33,1,0,1,6,6.0,6,0,--,--,--,--,--,--,--,Antonio Gates,2015
12,11/29,@JAC,W31-25,1,1,4,53,13.3,27,2,--,--,--,--,--,--,--,Antonio Gates,2015
13,12/06,DEN,L3-17,1,0,6,50,8.3,15,0,--,--,--,--,--,--,--,Antonio Gates,2015
14,12/13,@KC,L3-10,1,0,6,76,12.7,19,0,--,--,--,--,--,--,--,Antonio Gates,2015
15,12/20,MIA,W30-14,1,0,6,88,14.7,30,0,--,--,--,--,--,--,--,Antonio Gates,2015
16,12/24,@OAK,L20-23,1,0,2,11,5.5,8,0,--,--,--,--,--,--,--,Antonio Gates,2015
17,01/03,@DEN,L20-27,1,0,3,34,11.3,13T,1,--,--,--,--,--,--,--,Antonio Gates,2015
1,09/08,@ARI,L17-18,1,1,6,81,13.5,34,0,--,--,--,--,--,--,--,Antonio Gates,2014
2,09/14,SEA,W30-21,1,1,7,96,13.7,21T,3,--,--,--,--,--,--,--,Antonio Gates,2014
3,09/21,@BUF,W22-10,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--,Antonio Gates,2014
4,09/28,JAC,W33-14,1,1,3,30,10.0,17,0,--,--,--,--,--,--,--,Antonio Gates,2014
5,10/05,NYJ,W31-0,1,1,4,60,15.0,28,2,--,--,--,--,--,--,--,Antonio Gates,2014
6,10/12,@OAK,W31-28,1,1,3,27,9.0,16,1,--,--,--,--,--,--,--,Antonio Gates,2014
7,10/19,KC,L20-23,1,1,3,61,20.3,27T,1,--,--,--,--,--,--,--,Antonio Gates,2014
8,10/23,@DEN,L21-35,1,1,5,54,10.8,31,2,--,--,--,--,--,--,--,Antonio Gates,2014
9,11/02,@MIA,L0-37,1,1,3,28,9.3,10,0,--,--,--,--,--,--,--,Antonio Gates,2014
10,Bye,,,,,,,,,,,,,,,,,Antonio Gates,2014
11,11/16,OAK,W13-6,1,1,3,32,10.7,15,0,--,--,--,--,--,--,--,Antonio Gates,2014
12,11/23,STL,W27-24,1,1,2,14,7.0,10,0,--,--,--,--,--,--,--,Antonio Gates,2014
13,11/30,@BAL,W34-33,1,1,7,83,11.9,23,0,--,--,--,--,--,--,--,Antonio Gates,2014
14,12/07,NE,L14-23,1,1,5,34,6.8,12,0,--,--,--,--,--,1,0,Antonio Gates,2014
15,12/14,DEN,L10-22,1,0,6,54,9.0,15,1,--,--,--,--,--,--,--,Antonio Gates,2014
16,12/20,@SF,W38-35,1,1,7,92,13.1,28,2,--,--,--,--,--,--,--,Antonio Gates,2014
17,12/28,@KC,L7-19,1,0,4,67,16.8,21,0,--,--,--,--,--,--,--,Antonio Gates,2014
1,09/09,HOU,L28-31,1,1,2,49,24.5,34,0,--,--,--,--,--,--,--,Antonio Gates,2013
2,09/15,@PHI,W33-30,1,1,8,124,15.5,24,0,--,--,--,--,--,1,1,Antonio Gates,2013
3,09/22,@TEN,L17-20,1,1,5,55,11.0,17,1,--,--,--,--,--,--,--,Antonio Gates,2013
4,09/29,DAL,W30-21,1,1,10,136,13.6,56T,1,--,--,--,--,--,--,--,Antonio Gates,2013
5,10/06,@OAK,L17-27,1,1,7,74,10.6,20,0,--,--,--,--,--,--,--,Antonio Gates,2013
6,10/14,IND,W19-9,1,1,4,28,7.0,11,0,--,--,--,--,--,--,--,Antonio Gates,2013
7,10/20,@JAC,W24-6,1,1,6,31,5.2,7,0,--,--,--,--,--,--,--,Antonio Gates,2013
8,Bye,,,,,,,,,,,,,,,,,Antonio Gates,2013
9,11/03,@WAS,L24-30,1,1,6,53,8.8,15,0,--,--,--,--,--,--,--,Antonio Gates,2013
10,11/10,DEN,L20-28,1,1,4,62,15.5,24,0,--,--,--,--,--,--,--,Antonio Gates,2013
11,11/17,@MIA,L16-20,1,1,4,52,13.0,27,1,--,--,--,--,--,--,--,Antonio Gates,2013
12,11/24,@KC,W41-38,1,1,3,21,7.0,12,0,--,--,--,--,--,--,--,Antonio Gates,2013
13,12/01,CIN,L10-17,1,1,5,41,8.2,13,0,--,--,--,--,--,1,1,Antonio Gates,2013
14,12/08,NYG,W37-14,1,1,4,50,12.5,23,0,--,--,--,--,--,--,--,Antonio Gates,2013
15,12/12,@DEN,W27-20,1,1,2,23,11.5,14,0,--,--,--,--,--,--,--,Antonio Gates,2013
16,12/22,OAK,W26-13,1,0,3,42,14.0,16,0,--,--,--,--,--,--,--,Antonio Gates,2013
17,12/29,KC,W27-24,1,1,4,31,7.8,16,1,--,--,--,--,--,--,--,Antonio Gates,2013
1,09/10,@OAK,W22-14,1,1,4,43,10.8,17,0,--,--,--,--,--,--,--,Antonio Gates,2012
2,09/16,TEN,W38-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2012
3,09/23,ATL,L3-27,1,1,3,22,7.3,14,0,--,--,--,--,--,--,--,Antonio Gates,2012
4,09/30,@KC,W37-20,1,1,3,59,19.7,33,0,--,--,--,--,--,--,--,Antonio Gates,2012
5,10/07,@NO,L24-31,1,1,3,19,6.3,13,0,--,--,--,--,--,--,--,Antonio Gates,2012
6,10/15,DEN,L24-35,1,1,6,81,13.5,23,2,--,--,--,--,--,--,--,Antonio Gates,2012
7,Bye,,,,,,,,,,,,,,,,,Antonio Gates,2012
8,10/28,@CLE,L6-7,1,1,2,14,7.0,9,0,--,--,--,--,--,--,--,Antonio Gates,2012
9,11/01,KC,W31-13,1,1,3,43,14.3,21,1,--,--,--,--,--,--,--,Antonio Gates,2012
10,11/11,@TB,L24-34,1,1,4,57,14.3,33,1,--,--,--,--,--,--,--,Antonio Gates,2012
11,11/18,@DEN,L23-30,1,1,2,17,8.5,13,0,--,--,--,--,--,--,--,Antonio Gates,2012
12,11/25,BAL,L13-16,1,1,2,13,6.5,11,0,--,--,--,--,--,--,--,Antonio Gates,2012
13,12/02,CIN,L13-20,1,1,6,49,8.2,19,0,--,--,--,--,--,--,--,Antonio Gates,2012
14,12/09,@PIT,W34-24,1,1,3,31,10.3,14,0,--,--,--,--,--,--,--,Antonio Gates,2012
15,12/16,CAR,L7-31,1,1,4,31,7.8,9T,1,--,--,--,--,--,--,--,Antonio Gates,2012
16,12/23,@NYJ,W27-17,1,1,2,44,22.0,34T,1,--,--,--,--,--,--,--,Antonio Gates,2012
17,12/30,OAK,W24-21,1,1,2,15,7.5,11T,1,--,--,--,--,--,--,--,Antonio Gates,2012
1,09/11,MIN,W24-17,1,1,8,74,9.3,15,0,--,--,--,--,--,--,--,Antonio Gates,2011
2,09/18,@NE,L21-35,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Antonio Gates,2011
3,09/25,KC,W20-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2011
4,10/02,MIA,W26-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2011
5,10/09,@DEN,W29-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2011
6,Bye,,,,,,,,,,,,,,,,,Antonio Gates,2011
7,10/23,@NYJ,L21-27,1,1,5,54,10.8,18,1,--,--,--,--,--,--,--,Antonio Gates,2011
8,10/31,@KC,L20-23,1,1,4,73,18.3,27,0,--,--,--,--,--,--,--,Antonio Gates,2011
9,11/06,GB,L38-45,1,1,8,96,12.0,19,1,--,--,--,--,--,--,--,Antonio Gates,2011
10,11/10,OAK,L17-24,1,1,5,54,10.8,22,0,--,--,--,--,--,--,--,Antonio Gates,2011
11,11/20,@CHI,L20-31,1,1,4,63,15.8,26,1,--,--,--,--,--,--,--,Antonio Gates,2011
12,11/27,DEN,L13-16,1,1,6,49,8.2,17,1,--,--,--,--,--,--,--,Antonio Gates,2011
13,12/05,@JAC,W38-14,1,1,6,70,11.7,23,0,--,--,--,--,--,--,--,Antonio Gates,2011
14,12/11,BUF,W37-10,1,1,7,68,9.7,17,2,--,--,--,--,--,--,--,Antonio Gates,2011
15,12/18,BAL,W34-14,1,1,2,31,15.5,20,0,--,--,--,--,--,--,--,Antonio Gates,2011
16,12/24,@DET,L10-38,1,1,4,40,10.0,16,0,--,--,--,--,--,--,--,Antonio Gates,2011
17,01/01,@OAK,W38-26,1,1,5,106,21.2,38T,1,--,--,--,--,--,--,--,Antonio Gates,2011
1,09/13,@KC,L14-21,1,1,5,76,15.2,34,1,--,--,--,--,--,--,--,Antonio Gates,2010
2,09/19,JAC,W38-13,1,1,5,57,11.4,26,2,--,--,--,--,--,--,--,Antonio Gates,2010
3,09/26,@SEA,L20-27,1,1,7,109,15.6,28,1,--,--,--,--,--,--,--,Antonio Gates,2010
4,10/03,ARI,W41-10,1,1,7,144,20.6,33T,2,--,--,--,--,--,--,--,Antonio Gates,2010
5,10/10,@OAK,L27-35,1,1,5,92,18.4,28,1,--,--,--,--,--,--,--,Antonio Gates,2010
6,10/17,@STL,L17-20,1,1,2,12,6.0,9,0,--,--,--,--,--,--,--,Antonio Gates,2010
7,10/24,NE,L20-23,1,1,4,50,12.5,26,1,--,--,--,--,--,--,--,Antonio Gates,2010
8,10/31,TEN,W33-25,1,1,5,123,24.6,48T,1,--,--,--,--,--,--,--,Antonio Gates,2010
9,11/07,@HOU,W29-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2010
10,Bye,,,,,,,,,,,,,,,,,Antonio Gates,2010
11,11/22,DEN,W35-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2010
12,11/28,@IND,W36-14,1,1,4,46,11.5,18,0,--,--,--,--,--,--,--,Antonio Gates,2010
13,12/05,OAK,L13-28,1,1,6,73,12.2,24,1,--,--,--,--,--,--,--,Antonio Gates,2010
14,12/12,KC,W31-0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2010
15,12/16,SF,W34-7,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2010
16,12/26,@CIN,L20-34,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Antonio Gates,2010
1,09/13,@DEN,L13-19,1,1,2,23,11.5,14,0,--,--,--,--,--,--,--,Crockett Gillmore,2015
2,09/20,@OAK,L33-37,1,1,5,88,17.6,38,2,--,--,--,--,--,--,--,Crockett Gillmore,2015
3,09/27,CIN,L24-28,1,1,3,40,13.3,19,0,--,--,--,--,--,--,--,Crockett Gillmore,2015
4,10/01,@PIT,W23-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Crockett Gillmore,2015
