WK,Game Date,Opp,Result,G,GS,FGBlk,FGLng,FGAtt,FGM,FGPct,XPM,XPAtt,XPPct,XPBlk,KO,KOAvg,TB,Ret,RetAvg,Player,Year
6,10/16,CLE,W24-17,1,0,0,48,1,1,100.0,3,3,100.0,0,5,61.6,1,4,20.8,Sebastian Janikowski,2011
7,10/23,KC,L0-28,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Sebastian Janikowski,2011
8,Bye,,,,,,,,,,,,,,,,,,,Sebastian Janikowski,2011
9,11/06,DEN,L24-38,1,0,0,48,1,1,100.0,3,3,100.0,0,5,58.8,1,4,23.8,Sebastian Janikowski,2011
10,11/10,@SD,W24-17,1,0,0,23,1,1,100.0,3,3,100.0,0,5,55.8,1,4,17.0,Sebastian Janikowski,2011
11,11/20,@MIN,W27-21,1,0,1,29,3,2,66.7,3,3,100.0,0,6,58.3,1,5,21.8,Sebastian Janikowski,2011
12,11/27,CHI,W25-20,1,0,0,47,6,6,100.0,1,1,100.0,0,8,62.4,1,7,25.9,Sebastian Janikowski,2011
13,12/04,@MIA,L14-34,1,0,0,0,0,0,--,2,2,100.0,0,3,49.0,1,1,77.0,Sebastian Janikowski,2011
14,12/11,@GB,L16-46,1,0,0,0,0,0,--,2,2,100.0,0,3,61.3,1,2,33.5,Sebastian Janikowski,2011
15,12/18,DET,L27-28,1,0,1,51,3,2,66.7,3,3,100.0,0,5,70.0,3,2,17.5,Sebastian Janikowski,2011
16,12/24,@KC,W16-13,1,0,0,36,4,3,75.0,1,1,100.0,0,4,68.3,3,1,25.0,Sebastian Janikowski,2011
17,01/01,SD,L26-38,1,0,0,52,4,4,100.0,2,2,100.0,0,7,66.0,1,6,35.8,Sebastian Janikowski,2011
1,09/12,@TEN,L13-38,1,0,0,34,3,2,66.7,1,1,100.0,0,4,70.3,1,3,23.3,Sebastian Janikowski,2010
2,09/19,STL,W16-14,1,0,0,41,4,3,75.0,1,1,100.0,0,5,68.2,0,5,23.6,Sebastian Janikowski,2010
3,09/26,@ARI,L23-24,1,0,0,54,6,3,50.0,2,2,100.0,0,6,64.0,1,5,35.8,Sebastian Janikowski,2010
4,10/03,HOU,L24-31,1,0,0,39,1,1,100.0,3,3,100.0,0,5,73.0,5,0,--,Sebastian Janikowski,2010
5,10/10,SD,W35-27,1,0,0,50,2,2,100.0,3,3,100.0,0,7,73.1,3,4,23.3,Sebastian Janikowski,2010
6,10/17,@SF,L9-17,1,0,0,40,3,3,100.0,0,0,--,0,4,67.0,2,2,24.0,Sebastian Janikowski,2010
7,10/24,@DEN,W59-14,1,0,0,31,1,1,100.0,8,8,100.0,0,10,68.0,8,2,13.0,Sebastian Janikowski,2010
8,10/31,SEA,W33-3,1,0,0,49,5,4,80.0,3,3,100.0,0,8,68.8,4,4,28.5,Sebastian Janikowski,2010
9,11/07,KC,W23-20,1,0,0,41,4,3,75.0,2,2,100.0,0,6,64.7,0,6,17.8,Sebastian Janikowski,2010
10,Bye,,,,,,,,,,,,,,,,,,,Sebastian Janikowski,2010
11,11/21,@PIT,L3-35,1,0,0,41,1,1,100.0,0,0,--,0,2,61.5,0,2,20.5,Sebastian Janikowski,2010
12,11/28,MIA,L17-33,1,0,0,30,1,1,100.0,2,2,100.0,0,4,62.8,1,2,7.5,Sebastian Janikowski,2010
13,12/05,@SD,W28-13,1,0,0,0,0,0,--,4,4,100.0,0,5,69.0,2,3,20.3,Sebastian Janikowski,2010
14,12/12,@JAC,L31-38,1,0,0,26,1,1,100.0,4,4,100.0,0,6,64.2,1,5,32.6,Sebastian Janikowski,2010
15,12/19,DEN,W39-23,1,0,0,49,3,3,100.0,4,4,100.0,0,8,60.4,0,8,21.4,Sebastian Janikowski,2010
16,12/26,IND,L26-31,1,0,0,59,5,4,80.0,2,2,100.0,0,7,60.7,1,5,24.6,Sebastian Janikowski,2010
17,01/02,@KC,W31-10,1,0,0,38,1,1,100.0,4,4,100.0,0,6,51.7,0,5,16.6,Sebastian Janikowski,2010
1,09/13,DET,W33-28,1,0,0,32,2,2,100.0,3,4,75.0,0,7,67.7,4,3,35.0,Josh Lambo,2015
2,09/20,@CIN,L19-24,1,0,0,40,3,2,66.7,1,1,100.0,0,5,66.8,2,3,24.7,Josh Lambo,2015
3,09/27,@MIN,L14-31,1,0,0,0,0,0,--,2,2,100.0,0,3,66.3,1,2,26.5,Josh Lambo,2015
4,10/04,CLE,W30-27,1,0,0,46,3,3,100.0,3,3,100.0,0,6,67.0,3,3,36.7,Josh Lambo,2015
5,10/12,PIT,L20-24,1,0,0,54,3,2,66.7,2,2,100.0,0,5,67.2,3,2,31.0,Josh Lambo,2015
6,10/18,@GB,L20-27,1,0,0,36,2,2,100.0,2,2,100.0,0,4,60.0,1,3,19.7,Josh Lambo,2015
7,10/25,OAK,L29-37,1,0,0,44,2,2,100.0,1,1,100.0,0,5,34.8,1,1,32.0,Josh Lambo,2015
8,11/01,@BAL,L26-29,1,0,0,49,2,2,100.0,2,3,66.7,1,6,66.3,5,1,33.0,Josh Lambo,2015
9,11/09,CHI,L19-22,1,0,0,31,2,2,100.0,1,2,50.0,0,5,62.6,3,2,23.0,Josh Lambo,2015
10,Bye,,,,,,,,,,,,,,,,,,,Josh Lambo,2015
11,11/22,KC,L3-33,1,0,0,52,1,1,100.0,0,0,--,0,2,65.0,2,0,--,Josh Lambo,2015
12,11/29,@JAC,W31-25,1,0,0,28,1,1,100.0,4,4,100.0,0,6,65.0,6,0,--,Josh Lambo,2015
13,12/06,DEN,L3-17,1,0,0,51,2,1,50.0,0,0,--,0,2,69.5,1,1,33.0,Josh Lambo,2015
14,12/13,@KC,L3-10,1,0,0,30,2,1,50.0,0,0,--,0,2,66.0,1,1,24.0,Josh Lambo,2015
15,12/20,MIA,W30-14,1,0,0,28,2,1,50.0,3,4,75.0,0,6,67.2,2,4,23.0,Josh Lambo,2015
16,12/24,@OAK,L20-23,1,0,0,47,3,2,66.7,2,2,100.0,0,6,65.7,1,5,28.4,Josh Lambo,2015
17,01/03,@DEN,L20-27,1,0,0,50,2,2,100.0,2,2,100.0,0,5,65.0,5,0,--,Josh Lambo,2015
1,09/13,BAL,W19-13,1,0,0,57,4,4,100.0,1,1,100.0,0,6,60.8,5,1,10.0,Brandon McManus,2015
2,09/17,@KC,W31-24,1,0,0,54,1,1,100.0,4,4,100.0,0,6,65.8,5,1,21.0,Brandon McManus,2015
3,09/27,@DET,W24-12,1,0,0,48,1,1,100.0,3,3,100.0,0,5,65.0,5,0,--,Brandon McManus,2015
4,10/04,MIN,W23-20,1,0,0,47,3,3,100.0,2,2,100.0,0,6,64.5,4,2,17.0,Brandon McManus,2015
5,10/11,@OAK,W16-10,1,0,0,52,3,3,100.0,1,1,100.0,0,5,66.4,3,2,22.5,Brandon McManus,2015
6,10/18,@CLE,W26-23,1,0,0,39,5,4,80.0,2,2,100.0,0,6,63.0,2,4,21.3,Brandon McManus,2015
7,Bye,,,,,,,,,,,,,,,,,,,Brandon McManus,2015
8,11/01,GB,W29-10,1,0,0,50,2,2,100.0,3,3,100.0,0,6,67.3,4,2,22.5,Brandon McManus,2015
9,11/08,@IND,L24-27,1,0,0,29,1,1,100.0,3,3,100.0,0,4,57.3,2,2,16.5,Brandon McManus,2015
10,11/15,KC,L13-29,1,0,0,0,0,0,--,1,1,100.0,0,3,11.3,0,1,9.0,Brandon McManus,2015
11,11/22,@CHI,W17-15,1,0,0,24,1,1,100.0,2,2,100.0,0,3,68.0,1,2,27.0,Brandon McManus,2015
12,11/29,NE,W30-24,1,0,0,21,2,1,50.0,3,3,100.0,0,6,65.0,6,0,--,Brandon McManus,2015
13,12/06,@SD,W17-3,1,0,0,23,2,1,50.0,2,2,100.0,0,4,65.0,3,1,24.0,Brandon McManus,2015
14,12/13,OAK,L12-15,1,0,0,41,5,4,80.0,0,0,--,0,5,66.2,4,1,32.0,Brandon McManus,2015
15,12/20,@PIT,L27-34,1,0,0,0,0,0,--,3,4,75.0,0,5,65.4,3,2,24.5,Brandon McManus,2015
16,12/28,CIN,W20-17,1,0,0,37,3,2,66.7,2,2,100.0,0,5,59.6,3,2,17.0,Brandon McManus,2015
17,01/03,SD,W27-20,1,0,0,48,2,2,100.0,3,3,100.0,0,6,64.5,5,1,17.0,Brandon McManus,2015
1,09/07,IND,W31-24,1,0,0,21,1,1,100.0,4,4,100.0,0,6,65.0,6,0,--,Brandon McManus,2014
2,09/14,KC,W24-17,1,0,0,20,1,1,100.0,3,3,100.0,0,5,65.6,4,1,37.0,Brandon McManus,2014
3,09/21,@SEA,L20-26,1,0,0,24,1,1,100.0,1,1,100.0,0,5,65.8,4,1,13.0,Brandon McManus,2014
4,Bye,,,,,,,,,,,,,,,,,,,Brandon McManus,2014
5,10/05,ARI,W41-20,1,0,0,44,3,2,66.7,5,5,100.0,0,8,65.0,8,0,--,Brandon McManus,2014
6,10/12,@NYJ,W31-17,1,0,0,37,1,1,100.0,4,4,100.0,0,6,66.0,0,6,25.5,Brandon McManus,2014
7,10/19,SF,W42-17,1,0,0,0,0,0,--,6,6,100.0,0,7,65.4,6,1,33.0,Brandon McManus,2014
8,10/23,SD,W35-21,1,0,0,0,1,0,0.0,5,5,100.0,0,6,65.0,6,0,--,Brandon McManus,2014
9,11/02,@NE,L21-43,1,0,0,0,1,0,0.0,3,3,100.0,0,4,65.0,3,1,22.0,Brandon McManus,2014
10,11/09,@OAK,W41-17,1,0,0,28,2,2,100.0,5,5,100.0,0,8,65.6,6,2,24.0,Brandon McManus,2014
11,11/16,@STL,L7-22,1,0,0,0,0,0,--,1,1,100.0,0,2,70.5,0,2,24.5,Brandon McManus,2014
12,11/23,MIA,W39-36,1,0,0,38,2,1,50.0,4,4,100.0,0,7,66.6,5,2,20.0,Brandon McManus,2014
14,12/07,BUF,W24-17,1,0,--,--,--,--,--,--,--,--,--,5,66.6,4,1,27.0,Brandon McManus,2014
15,12/14,@SD,W22-10,1,0,--,--,--,--,--,--,--,--,--,7,65.7,5,2,23.5,Brandon McManus,2014
16,12/22,@CIN,L28-37,1,0,--,--,--,--,--,--,--,--,--,5,67.6,2,3,44.7,Brandon McManus,2014
17,12/28,OAK,W47-14,1,0,--,--,--,--,--,--,--,--,--,10,64.7,5,5,20.6,Brandon McManus,2014
1,09/07,CAR,L14-20,1,0,0,0,0,0,--,2,2,100.0,0,--,--,--,--,--,Patrick Murray,2014
2,09/14,STL,L17-19,1,0,1,36,2,1,50.0,2,2,100.0,0,--,--,--,--,--,Patrick Murray,2014
3,09/18,@ATL,L14-56,1,0,0,0,0,0,--,2,2,100.0,0,--,--,--,--,--,Patrick Murray,2014
4,09/28,@PIT,W27-24,1,0,0,50,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Patrick Murray,2014
5,10/05,@NO,L31-37,1,0,0,55,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Patrick Murray,2014
6,10/12,BAL,L17-48,1,0,0,47,2,1,50.0,2,2,100.0,0,--,--,--,--,--,Patrick Murray,2014
7,Bye,,,,,,,,,,,,,,,,,,,Patrick Murray,2014
8,10/26,MIN,L13-19,1,0,0,54,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Patrick Murray,2014
9,11/02,@CLE,L17-22,1,0,1,40,3,1,33.3,2,2,100.0,0,--,--,--,--,--,Patrick Murray,2014
10,11/09,ATL,L17-27,1,0,0,51,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Patrick Murray,2014
11,11/16,@WAS,W27-7,1,0,0,38,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Patrick Murray,2014
12,11/23,@CHI,L13-21,1,0,0,39,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Patrick Murray,2014
13,11/30,CIN,L13-14,1,0,0,42,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Patrick Murray,2014
14,12/07,@DET,L17-34,1,0,0,54,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Patrick Murray,2014
15,12/14,@CAR,L17-19,1,0,0,48,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Patrick Murray,2014
16,12/21,GB,L3-20,1,0,0,43,1,1,100.0,0,0,--,0,--,--,--,--,--,Patrick Murray,2014
17,12/28,NO,L20-23,1,0,0,39,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Patrick Murray,2014
1,09/13,CAR,L9-20,1,0,0,22,2,1,50.0,0,1,0.0,0,3,65.0,3,0,--,Jason Myers,2015
2,09/20,MIA,W23-20,1,0,0,58,3,3,100.0,2,2,100.0,0,5,68.0,3,2,28.5,Jason Myers,2015
3,09/27,@NE,L17-51,1,0,0,40,1,1,100.0,2,2,100.0,0,4,65.0,4,0,--,Jason Myers,2015
4,10/04,@IND,L13-16,1,0,0,32,4,2,50.0,1,1,100.0,0,4,69.0,1,3,24.0,Jason Myers,2015
5,10/11,@TB,L31-38,1,0,0,31,1,1,100.0,4,4,100.0,0,6,55.8,4,0,--,Jason Myers,2015
6,10/18,HOU,L20-31,1,0,0,0,0,0,--,2,3,66.7,0,4,50.0,2,1,14.0,Jason Myers,2015
7,10/25,BUF,W34-31,1,0,0,0,0,0,--,4,5,80.0,0,6,66.8,2,4,21.8,Jason Myers,2015
8,Bye,,,,,,,,,,,,,,,,,,,Jason Myers,2015
9,11/08,@NYJ,L23-28,1,0,0,45,3,3,100.0,2,2,100.0,0,6,55.7,1,4,28.8,Jason Myers,2015
10,11/15,@BAL,W22-20,1,0,1,53,4,3,75.0,1,1,100.0,0,5,66.6,4,1,50.0,Jason Myers,2015
11,11/19,TEN,W19-13,1,0,0,36,4,4,100.0,1,1,100.0,0,6,65.5,5,1,22.0,Jason Myers,2015
12,11/29,SD,L25-31,1,0,0,51,4,4,100.0,1,2,50.0,0,7,56.4,5,1,13.0,Jason Myers,2015
13,12/06,@TEN,L39-42,1,0,0,0,0,0,--,3,5,60.0,0,7,66.3,3,4,20.0,Jason Myers,2015
14,12/13,IND,W51-16,1,0,0,46,1,1,100.0,6,7,85.7,0,9,65.0,9,0,--,Jason Myers,2015
15,12/20,ATL,L17-23,1,0,0,42,1,1,100.0,2,2,100.0,0,4,66.3,3,1,24.0,Jason Myers,2015
16,12/27,@NO,L27-38,1,0,0,0,0,0,--,1,1,100.0,0,5,55.2,3,1,19.0,Jason Myers,2015
17,01/03,@HOU,L6-30,1,0,0,43,2,2,100.0,0,0,--,0,3,65.0,3,0,--,Jason Myers,2015
4,10/04,@ATL,L21-48,1,0,0,0,1,0,0.0,3,3,100.0,0,4,59.0,2,1,29.0,Nick Novak,2015
5,10/08,IND,L20-27,1,0,0,49,2,2,100.0,2,2,100.0,0,4,67.5,2,2,37.0,Nick Novak,2015
6,10/18,@JAC,W31-20,1,0,0,41,1,1,100.0,4,4,100.0,0,6,65.5,3,3,26.3,Nick Novak,2015
7,10/25,@MIA,L26-44,1,0,0,0,0,0,--,2,3,66.7,0,5,56.8,2,2,32.0,Nick Novak,2015
8,11/01,TEN,W20-6,1,0,0,38,2,2,100.0,2,2,100.0,0,5,68.6,1,4,24.3,Nick Novak,2015
9,Bye,,,,,,,,,,,,,,,,,,,Nick Novak,2015
10,11/16,@CIN,W10-6,1,0,0,22,1,1,100.0,1,1,100.0,0,3,65.0,0,3,17.0,Nick Novak,2015
11,11/22,NYJ,W24-17,1,0,0,20,1,1,100.0,3,3,100.0,0,5,64.4,1,4,24.3,Nick Novak,2015
12,11/29,NO,W24-6,1,0,0,34,1,1,100.0,3,3,100.0,0,5,66.0,3,2,20.0,Nick Novak,2015
13,12/06,@BUF,L21-30,1,0,0,0,0,0,--,1,2,50.0,0,4,65.3,0,4,21.0,Nick Novak,2015
14,12/13,NE,L6-27,1,0,0,45,2,2,100.0,0,0,--,0,3,68.0,0,3,22.3,Nick Novak,2015
15,12/20,@IND,W16-10,1,0,0,46,4,3,75.0,1,1,100.0,0,4,69.3,1,3,26.7,Nick Novak,2015
16,12/27,@TEN,W34-6,1,0,0,36,2,2,100.0,4,4,100.0,0,7,65.6,6,1,21.0,Nick Novak,2015
17,01/03,JAC,W30-6,1,0,0,51,4,3,75.0,3,3,100.0,0,7,61.7,2,5,20.8,Nick Novak,2015
1,09/08,@ARI,L17-18,1,0,0,36,1,1,100.0,2,2,100.0,0,4,70.0,1,3,16.3,Nick Novak,2014
2,09/14,SEA,W30-21,1,0,0,50,3,3,100.0,3,3,100.0,0,7,56.0,0,6,15.7,Nick Novak,2014
3,09/21,@BUF,W22-10,1,0,0,37,2,2,100.0,2,2,100.0,0,5,55.4,2,3,14.7,Nick Novak,2014
4,09/28,JAC,W33-14,1,0,0,37,4,4,100.0,3,3,100.0,0,8,63.8,1,7,27.0,Nick Novak,2014
5,10/05,NYJ,W31-0,1,0,0,34,1,1,100.0,4,4,100.0,0,6,66.7,1,5,20.8,Nick Novak,2014
6,10/12,@OAK,W31-28,1,0,0,30,1,1,100.0,4,4,100.0,0,6,63.3,3,3,28.3,Nick Novak,2014
7,10/19,KC,L20-23,1,0,0,48,2,2,100.0,2,2,100.0,0,5,66.4,0,5,18.4,Nick Novak,2014
8,10/23,@DEN,L21-35,1,0,0,0,0,0,--,3,3,100.0,0,4,65.8,2,2,32.0,Nick Novak,2014
9,11/02,@MIA,L0-37,1,0,--,--,--,--,--,--,--,--,--,1,68.0,0,1,31.0,Nick Novak,2014
10,Bye,,,,,,,,,,,,,,,,,,,Nick Novak,2014
11,11/16,OAK,W13-6,1,0,0,52,3,2,66.7,1,1,100.0,0,4,64.5,0,4,18.8,Nick Novak,2014
12,11/23,STL,W27-24,1,0,0,48,2,2,100.0,3,3,100.0,0,6,62.3,0,6,23.7,Nick Novak,2014
13,11/30,@BAL,W34-33,1,0,0,52,2,2,100.0,4,4,100.0,0,7,52.7,0,7,25.0,Nick Novak,2014
14,12/07,NE,L14-23,1,0,0,0,0,0,--,2,2,100.0,0,3,62.0,0,3,20.3,Nick Novak,2014
15,12/14,DEN,L10-22,1,0,1,30,3,1,33.3,1,1,100.0,0,3,57.7,0,3,21.7,Nick Novak,2014
16,12/20,@SF,W38-35,1,0,0,40,1,1,100.0,5,5,100.0,0,7,57.4,0,7,23.3,Nick Novak,2014
17,12/28,@KC,L7-19,1,0,0,0,1,0,0.0,1,1,100.0,0,2,67.5,0,2,27.5,Nick Novak,2014
1,09/09,HOU,L28-31,1,0,0,0,0,0,--,4,4,100.0,0,5,69.0,1,4,29.0,Nick Novak,2013
2,09/15,@PHI,W33-30,1,0,0,49,4,4,100.0,3,3,100.0,0,8,63.5,0,8,23.3,Nick Novak,2013
3,09/22,@TEN,L17-20,1,0,1,44,2,1,50.0,2,2,100.0,0,4,71.0,0,4,28.5,Nick Novak,2013
4,09/29,DAL,W30-21,1,0,0,42,3,3,100.0,3,3,100.0,0,6,70.2,3,3,28.3,Nick Novak,2013
5,10/06,@OAK,L17-27,1,0,1,35,2,1,50.0,2,2,100.0,0,4,67.0,0,4,23.0,Nick Novak,2013
6,10/14,IND,W19-9,1,0,0,50,4,4,100.0,1,1,100.0,0,6,66.7,1,5,24.8,Nick Novak,2013
7,10/20,@JAC,W24-6,1,0,0,20,1,1,100.0,3,3,100.0,0,5,67.4,3,2,31.0,Nick Novak,2013
8,Bye,,,,,,,,,,,,,,,,,,,Nick Novak,2013
9,11/03,@WAS,L24-30,1,0,0,19,1,1,100.0,3,3,100.0,0,6,64.5,1,5,20.4,Nick Novak,2013
10,11/10,DEN,L20-28,1,0,0,40,3,2,66.7,2,2,100.0,0,5,71.0,1,4,25.8,Nick Novak,2013
11,11/17,@MIA,L16-20,1,0,0,50,3,3,100.0,1,1,100.0,0,5,68.2,3,2,24.0,Nick Novak,2013
12,11/24,@KC,W41-38,1,0,0,30,2,2,100.0,5,5,100.0,0,8,61.4,0,8,24.9,Nick Novak,2013
13,12/01,CIN,L10-17,1,0,0,48,1,1,100.0,1,1,100.0,0,3,69.3,0,3,22.3,Nick Novak,2013
14,12/08,NYG,W37-14,1,0,0,43,3,3,100.0,4,4,100.0,0,8,62.5,1,7,18.0,Nick Novak,2013
15,12/12,@DEN,W27-20,1,0,0,38,2,2,100.0,3,3,100.0,0,6,65.3,1,4,27.0,Nick Novak,2013
16,12/22,OAK,W26-13,1,0,0,48,4,4,100.0,2,2,100.0,0,7,68.7,1,6,23.3,Nick Novak,2013
17,12/29,KC,W27-24,1,0,0,36,2,2,100.0,3,3,100.0,0,6,68.3,2,4,31.3,Nick Novak,2013
4,09/30,@KC,W37-20,1,0,0,47,3,3,100.0,4,4,100.0,0,8,63.9,3,4,27.3,Nick Novak,2012
5,10/07,@NO,L24-31,1,0,0,20,2,1,50.0,3,3,100.0,0,5,67.2,3,2,24.5,Nick Novak,2012
6,10/15,DEN,L24-35,1,0,0,32,1,1,100.0,3,3,100.0,0,5,65.6,1,4,17.0,Nick Novak,2012
7,Bye,,,,,,,,,,,,,,,,,,,Nick Novak,2012
8,10/28,@CLE,L6-7,1,0,0,43,2,2,100.0,0,0,--,0,2,60.0,0,2,23.5,Nick Novak,2012
9,11/01,KC,W31-13,1,0,0,25,1,1,100.0,4,4,100.0,0,6,70.2,2,4,20.8,Nick Novak,2012
10,11/11,@TB,L24-34,1,0,0,34,1,1,100.0,3,3,100.0,0,5,68.2,4,1,10.0,Nick Novak,2012
11,11/18,@DEN,L23-30,1,0,0,0,0,0,--,3,3,100.0,0,4,35.5,1,1,18.0,Nick Novak,2012
12,11/25,BAL,L13-16,1,0,0,47,2,2,100.0,1,1,100.0,0,4,68.5,2,2,23.0,Nick Novak,2012
13,12/02,CIN,L13-20,1,0,0,20,3,2,66.7,1,1,100.0,0,3,67.3,0,3,18.7,Nick Novak,2012
14,12/09,@PIT,W34-24,1,0,0,51,2,2,100.0,4,4,100.0,0,7,66.3,2,5,22.6,Nick Novak,2012
15,12/16,CAR,L7-31,1,0,0,0,0,0,--,1,1,100.0,0,2,72.0,0,2,26.0,Nick Novak,2012
16,12/23,@NYJ,W27-17,1,0,0,51,2,2,100.0,3,3,100.0,0,6,67.5,2,4,30.5,Nick Novak,2012
17,12/30,OAK,W24-21,1,0,0,30,1,1,100.0,3,3,100.0,0,5,67.0,2,3,20.3,Nick Novak,2012
2,09/18,@NE,L21-35,1,0,0,0,0,0,--,3,3,100.0,0,4,63.5,2,2,19.5,Nick Novak,2011
3,09/25,KC,W20-17,1,0,0,41,2,2,100.0,2,2,100.0,0,5,66.0,1,4,29.0,Nick Novak,2011
4,10/02,MIA,W26-16,1,0,0,48,4,4,100.0,2,2,100.0,0,7,67.9,4,3,22.0,Nick Novak,2011
5,10/09,@DEN,W29-24,1,0,0,51,5,5,100.0,2,2,100.0,0,8,65.6,7,1,28.0,Nick Novak,2011
6,Bye,,,,,,,,,,,,,,,,,,,Nick Novak,2011
7,10/23,@NYJ,L21-27,1,0,0,0,0,0,--,3,3,100.0,0,4,65.5,1,3,26.3,Nick Novak,2011
8,10/31,@KC,L20-23,1,0,0,44,5,4,80.0,0,0,--,0,6,68.5,1,5,27.4,Nick Novak,2011
9,11/06,GB,L38-45,1,0,0,52,1,1,100.0,5,5,100.0,0,7,56.7,0,6,22.8,Nick Novak,2011
10,11/10,OAK,L17-24,1,0,0,20,2,1,50.0,2,2,100.0,0,4,67.3,2,2,18.5,Nick Novak,2011
11,11/20,@CHI,L20-31,1,0,0,48,3,2,66.7,2,2,100.0,0,5,63.0,0,5,24.4,Nick Novak,2011
12,11/27,DEN,L13-16,1,0,0,53,4,2,50.0,1,1,100.0,0,5,70.6,1,4,26.5,Nick Novak,2011
13,12/05,@JAC,W38-14,1,0,0,29,1,1,100.0,5,5,100.0,0,7,66.1,1,6,21.8,Nick Novak,2011
14,12/11,BUF,W37-10,1,0,0,47,1,1,100.0,4,5,80.0,1,7,68.1,3,4,24.0,Nick Novak,2011
15,12/18,BAL,W34-14,1,0,0,45,3,2,66.7,4,4,100.0,0,7,65.9,2,5,26.8,Nick Novak,2011
16,12/24,@DET,L10-38,1,0,0,22,1,1,100.0,1,1,100.0,0,3,49.3,1,1,29.0,Nick Novak,2011
17,01/01,@OAK,W38-26,1,0,0,51,2,1,50.0,5,5,100.0,0,7,71.0,4,3,21.3,Nick Novak,2011
1,09/13,@OAK,W33-13,1,0,0,35,2,2,100.0,3,4,75.0,1,7,62.6,4,3,23.0,Mike Nugent,2015
2,09/20,SD,W24-19,1,0,0,21,2,1,50.0,3,3,100.0,0,5,66.6,2,3,23.7,Mike Nugent,2015
3,09/27,@BAL,W28-24,1,0,0,0,0,0,--,4,4,100.0,0,5,66.0,4,1,26.0,Mike Nugent,2015
4,10/04,KC,W36-21,1,0,0,0,1,0,0.0,4,4,100.0,0,6,67.3,1,5,21.8,Mike Nugent,2015
5,10/11,SEA,W27-24,1,0,0,42,2,2,100.0,3,3,100.0,0,5,65.4,4,1,21.0,Mike Nugent,2015
6,10/18,@BUF,W34-21,1,0,0,47,2,2,100.0,4,4,100.0,0,7,64.6,3,4,18.0,Mike Nugent,2015
7,Bye,,,,,,,,,,,,,,,,,,,Mike Nugent,2015
8,11/01,@PIT,W16-10,1,0,1,45,4,3,75.0,1,1,100.0,0,5,66.6,3,2,17.0,Mike Nugent,2015
9,11/05,CLE,W31-10,1,0,0,28,1,1,100.0,4,4,100.0,0,6,66.7,4,2,21.0,Mike Nugent,2015
10,11/16,HOU,L6-10,1,0,0,42,2,2,100.0,0,0,--,0,3,65.3,0,3,21.3,Mike Nugent,2015
11,11/22,@ARI,L31-34,1,0,0,43,1,1,100.0,4,4,100.0,0,6,68.2,3,3,27.3,Mike Nugent,2015
12,11/29,STL,W31-7,1,0,0,21,1,1,100.0,4,4,100.0,0,6,64.5,4,2,23.0,Mike Nugent,2015
13,12/06,@CLE,W37-3,1,0,0,44,3,3,100.0,4,4,100.0,0,8,64.8,3,5,22.4,Mike Nugent,2015
14,12/13,PIT,L20-33,1,0,0,46,3,2,66.7,2,2,100.0,0,5,53.4,3,1,17.0,Mike Nugent,2015
15,12/20,@SF,W24-14,1,0,0,22,1,1,100.0,3,3,100.0,0,5,67.2,2,3,29.0,Mike Nugent,2015
16,12/28,@DEN,L17-20,1,0,0,52,2,1,50.0,2,2,100.0,0,5,66.0,2,3,22.7,Mike Nugent,2015
17,01/03,BAL,W24-16,1,0,0,52,1,1,100.0,3,3,100.0,0,5,65.2,0,5,24.2,Mike Nugent,2015
1,09/07,@BAL,W23-16,1,0,1,49,6,5,83.3,0,0,--,0,7,68.0,3,4,27.3,Mike Nugent,2014
2,09/14,ATL,W24-10,1,0,0,31,4,1,25.0,3,3,100.0,0,5,67.8,1,4,29.5,Mike Nugent,2014
3,09/21,TEN,W33-7,1,0,0,29,1,1,100.0,4,4,100.0,0,6,65.3,4,2,28.0,Mike Nugent,2014
4,Bye,,,,,,,,,,,,,,,,,,,Mike Nugent,2014
5,10/05,@NE,L17-43,1,0,0,23,2,1,50.0,2,2,100.0,0,4,65.5,3,1,16.0,Mike Nugent,2014
6,10/12,CAR,T37-37,1,0,0,44,4,3,75.0,4,4,100.0,0,8,66.0,2,6,22.3,Mike Nugent,2014
7,10/19,@IND,L0-27,1,0,--,--,--,--,--,--,--,--,--,1,72.0,0,1,27.0,Mike Nugent,2014
8,10/26,BAL,W27-24,1,0,0,33,2,2,100.0,3,3,100.0,0,6,69.5,1,5,24.4,Mike Nugent,2014
9,11/02,JAC,W33-23,1,0,0,31,1,1,100.0,4,4,100.0,0,6,66.2,0,6,28.8,Mike Nugent,2014
10,11/06,CLE,L3-24,1,0,0,43,1,1,100.0,0,0,--,0,2,66.5,1,1,25.0,Mike Nugent,2014
11,11/16,@NO,W27-10,1,0,0,42,2,2,100.0,3,3,100.0,0,5,65.0,5,0,--,Mike Nugent,2014
