WK,Game Date,Opp,Result,G,GS,FGBlk,FGLng,FGAtt,FGM,FGPct,XPM,XPAtt,XPPct,XPBlk,KO,KOAvg,TB,Ret,RetAvg,Player,Year
1,09/08,@SF,L28-34,1,0,0,0,0,0,--,4,4,100.0,0,--,--,--,--,--,Mason Crosby,2013
2,09/15,WAS,W38-20,1,0,0,28,1,1,100.0,5,5,100.0,0,--,--,--,--,--,Mason Crosby,2013
3,09/22,@CIN,L30-34,1,0,0,41,3,3,100.0,3,3,100.0,0,--,--,--,--,--,Mason Crosby,2013
4,Bye,,,,,,,,,,,,,,,,,,,Mason Crosby,2013
5,10/06,DET,W22-9,1,0,0,52,5,5,100.0,1,1,100.0,0,--,--,--,--,--,Mason Crosby,2013
6,10/13,@BAL,W19-17,1,0,0,50,5,4,80.0,1,1,100.0,0,--,--,--,--,--,Mason Crosby,2013
7,10/20,CLE,W31-13,1,0,0,26,2,1,50.0,4,4,100.0,0,2,63.0,0,2,36.0,Mason Crosby,2013
8,10/27,@MIN,W44-31,1,0,0,45,3,3,100.0,5,5,100.0,0,8,66.4,3,5,27.6,Mason Crosby,2013
9,11/04,CHI,L20-27,1,0,0,30,2,2,100.0,2,2,100.0,0,5,56.4,0,4,22.5,Mason Crosby,2013
10,11/10,PHI,L13-27,1,0,0,35,4,2,50.0,1,1,100.0,0,4,56.8,2,2,5.0,Mason Crosby,2013
11,11/17,@NYG,L13-27,1,0,0,57,2,2,100.0,1,1,100.0,0,3,66.7,1,2,17.5,Mason Crosby,2013
12,11/24,MIN,T26-26,1,0,0,27,2,2,100.0,2,2,100.0,0,6,56.8,0,5,28.6,Mason Crosby,2013
13,11/28,@DET,L10-40,1,0,0,54,1,1,100.0,1,1,100.0,0,3,69.0,1,2,28.5,Mason Crosby,2013
14,12/08,ATL,W22-21,1,0,0,40,3,3,100.0,1,1,100.0,0,6,62.0,0,6,21.0,Mason Crosby,2013
15,12/15,@DAL,W37-36,1,0,0,57,1,1,100.0,4,4,100.0,0,7,70.1,5,2,23.0,Mason Crosby,2013
16,12/22,PIT,L31-38,1,0,0,22,1,1,100.0,4,4,100.0,0,6,59.5,1,5,23.4,Mason Crosby,2013
17,12/29,@CHI,W33-28,1,0,0,33,2,2,100.0,3,3,100.0,0,7,55.1,0,7,18.9,Mason Crosby,2013
1,09/09,SF,L22-30,1,0,0,0,0,0,--,2,2,100.0,0,4,72.5,3,1,31.0,Mason Crosby,2012
2,09/13,CHI,W23-10,1,0,0,54,3,3,100.0,2,2,100.0,0,5,66.8,3,2,28.5,Mason Crosby,2012
3,09/24,@SEA,L12-14,1,0,0,40,2,2,100.0,0,0,--,0,4,64.5,2,2,21.0,Mason Crosby,2012
4,09/30,NO,W28-27,1,0,0,0,0,0,--,4,4,100.0,0,5,68.0,2,3,30.3,Mason Crosby,2012
5,10/07,@IND,L27-30,1,0,0,0,2,0,0.0,3,3,100.0,0,5,69.2,5,0,--,Mason Crosby,2012
6,10/14,@HOU,W42-24,1,0,0,0,0,0,--,6,6,100.0,0,7,65.6,4,3,21.7,Mason Crosby,2012
7,10/21,@STL,W30-20,1,0,0,48,4,3,75.0,3,3,100.0,0,7,63.0,3,3,27.3,Mason Crosby,2012
8,10/28,JAC,W24-15,1,0,0,25,2,1,50.0,3,3,100.0,0,5,67.4,1,4,21.0,Mason Crosby,2012
9,11/04,ARI,W31-17,1,0,0,33,2,1,50.0,4,4,100.0,0,6,67.2,3,3,20.3,Mason Crosby,2012
10,Bye,,,,,,,,,,,,,,,,,,,Mason Crosby,2012
11,11/18,@DET,W24-20,1,0,0,39,3,1,33.3,3,3,100.0,0,5,55.2,1,4,16.0,Mason Crosby,2012
12,11/25,@NYG,L10-38,1,0,0,28,2,1,50.0,1,1,100.0,0,3,65.7,0,3,24.0,Mason Crosby,2012
13,12/02,MIN,W23-14,1,0,0,47,4,3,75.0,2,2,100.0,0,6,69.5,3,2,26.5,Mason Crosby,2012
14,12/09,DET,W27-20,1,0,0,49,3,2,66.7,3,3,100.0,0,6,61.2,2,4,20.3,Mason Crosby,2012
15,12/16,@CHI,W21-13,1,0,0,0,2,0,0.0,3,3,100.0,0,4,66.5,2,2,31.5,Mason Crosby,2012
16,12/23,TEN,W55-7,1,0,0,48,2,2,100.0,7,7,100.0,0,10,59.7,1,9,19.6,Mason Crosby,2012
17,12/30,@MIN,L34-37,1,0,0,51,2,2,100.0,4,4,100.0,0,6,68.8,0,6,28.5,Mason Crosby,2012
1,09/08,NO,W42-34,1,0,0,0,0,0,--,6,6,100.0,0,7,66.4,4,3,27.7,Mason Crosby,2011
2,09/18,@CAR,W30-23,1,0,0,37,3,3,100.0,3,3,100.0,0,7,66.9,2,5,21.4,Mason Crosby,2011
3,09/25,@CHI,W27-17,1,0,0,37,2,2,100.0,3,3,100.0,0,6,64.8,3,3,21.3,Mason Crosby,2011
4,10/02,DEN,W49-23,1,0,0,0,0,0,--,7,7,100.0,0,8,61.3,2,5,29.2,Mason Crosby,2011
5,10/09,@ATL,W25-14,1,0,0,56,4,4,100.0,1,1,100.0,0,7,65.9,6,1,28.0,Mason Crosby,2011
6,10/16,STL,W24-3,1,0,0,32,1,1,100.0,3,3,100.0,0,5,68.8,3,2,20.0,Mason Crosby,2011
7,10/23,@MIN,W33-27,1,0,0,58,4,4,100.0,3,3,100.0,0,7,63.9,4,3,25.3,Mason Crosby,2011
8,Bye,,,,,,,,,,,,,,,,,,,Mason Crosby,2011
9,11/06,@SD,W45-38,1,0,0,47,1,1,100.0,6,6,100.0,0,8,68.6,5,3,29.7,Mason Crosby,2011
10,11/14,MIN,W45-7,1,0,0,25,1,1,100.0,6,6,100.0,0,8,61.3,4,4,14.0,Mason Crosby,2011
11,11/20,TB,W35-26,1,0,0,0,1,0,0.0,5,5,100.0,0,6,66.0,0,6,25.3,Mason Crosby,2011
12,11/24,@DET,W27-15,1,0,0,35,2,2,100.0,3,3,100.0,0,6,67.2,1,5,25.8,Mason Crosby,2011
13,12/04,@NYG,W38-35,1,0,0,31,2,1,50.0,5,5,100.0,0,6,63.3,1,5,25.0,Mason Crosby,2011
14,12/11,OAK,W46-16,1,0,0,49,4,4,100.0,4,5,80.0,1,10,65.7,7,3,13.7,Mason Crosby,2011
15,12/18,@KC,L14-19,1,0,0,0,1,0,0.0,2,2,100.0,0,3,50.7,1,1,22.0,Mason Crosby,2011
16,12/25,CHI,W35-21,1,0,0,0,0,0,--,5,5,100.0,0,6,64.7,1,5,23.4,Mason Crosby,2011
17,01/01,DET,W45-41,1,0,0,22,2,1,50.0,6,6,100.0,0,8,67.3,5,3,29.7,Mason Crosby,2011
1,09/12,@PHI,W27-20,1,0,0,56,2,2,100.0,3,3,100.0,0,5,64.4,0,4,23.3,Mason Crosby,2010
2,09/19,BUF,W34-7,1,0,0,44,2,2,100.0,4,4,100.0,0,7,67.3,0,7,27.4,Mason Crosby,2010
3,09/27,@CHI,L17-20,1,0,1,38,2,1,50.0,2,2,100.0,0,4,67.8,0,3,30.3,Mason Crosby,2010
4,10/03,DET,W28-26,1,0,0,0,0,0,--,4,4,100.0,0,5,65.8,1,4,24.5,Mason Crosby,2010
5,10/10,@WAS,L13-16,1,0,0,52,4,2,50.0,1,1,100.0,0,4,63.5,0,4,16.5,Mason Crosby,2010
6,10/17,MIA,L20-23,1,0,0,46,2,2,100.0,2,2,100.0,0,6,62.3,0,6,23.3,Mason Crosby,2010
7,10/24,MIN,W28-24,1,0,0,0,0,0,--,4,4,100.0,0,5,53.0,0,5,16.6,Mason Crosby,2010
8,10/31,@NYJ,W9-0,1,0,0,41,4,3,75.0,0,0,--,0,4,68.3,0,4,30.3,Mason Crosby,2010
9,11/07,DAL,W45-7,1,0,1,26,2,1,50.0,6,6,100.0,0,8,63.9,0,7,24.6,Mason Crosby,2010
10,Bye,,,,,,,,,,,,,,,,,,,Mason Crosby,2010
11,11/21,@MIN,W31-3,1,0,0,42,1,1,100.0,4,4,100.0,0,6,59.2,0,6,12.8,Mason Crosby,2010
12,11/28,@ATL,L17-20,1,0,0,22,1,1,100.0,2,2,100.0,0,4,71.0,1,3,31.0,Mason Crosby,2010
13,12/05,SF,W34-16,1,0,0,43,3,2,66.7,4,4,100.0,0,7,54.4,0,7,14.3,Mason Crosby,2010
14,12/12,@DET,L3-7,1,0,0,42,1,1,100.0,0,0,--,0,2,70.5,0,2,27.5,Mason Crosby,2010
15,12/19,@NE,L27-31,1,0,0,31,2,2,100.0,3,3,100.0,0,6,47.3,1,4,24.3,Mason Crosby,2010
16,12/26,NYG,W45-17,1,0,0,31,1,1,100.0,6,6,100.0,0,8,61.3,0,8,18.6,Mason Crosby,2010
17,01/02,CHI,W10-3,1,0,0,23,1,1,100.0,1,1,100.0,0,3,56.0,1,2,15.5,Mason Crosby,2010
1,09/14,MIN,W20-3,1,0,1,30,3,2,66.7,2,2,100.0,0,--,--,--,--,--,Phil Dawson,2015
2,09/20,@PIT,L18-43,1,0,0,47,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Phil Dawson,2015
3,09/27,@ARI,L7-47,1,0,0,0,0,0,--,1,1,100.0,0,--,--,--,--,--,Phil Dawson,2015
4,10/04,GB,L3-17,1,0,0,33,1,1,100.0,0,0,--,0,--,--,--,--,--,Phil Dawson,2015
5,10/11,@NYG,L27-30,1,0,0,43,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Phil Dawson,2015
6,10/18,BAL,W25-20,1,0,0,53,4,4,100.0,1,1,100.0,0,--,--,--,--,--,Phil Dawson,2015
7,10/22,SEA,L3-20,1,0,0,35,1,1,100.0,0,0,--,0,--,--,--,--,--,Phil Dawson,2015
8,11/01,@STL,L6-27,1,0,0,54,2,2,100.0,0,0,--,0,--,--,--,--,--,Phil Dawson,2015
9,11/08,ATL,W17-16,1,0,0,44,1,1,100.0,2,2,100.0,0,4,62.3,0,4,28.8,Phil Dawson,2015
10,Bye,,,,,,,,,,,,,,,,,,,Phil Dawson,2015
11,11/22,@SEA,L13-29,1,0,0,27,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Phil Dawson,2015
12,11/29,ARI,L13-19,1,0,0,53,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Phil Dawson,2015
13,12/06,@CHI,W26-20,1,0,0,0,0,0,--,2,3,66.7,1,--,--,--,--,--,Phil Dawson,2015
14,12/13,@CLE,L10-24,1,0,0,44,1,1,100.0,1,1,100.0,0,1,9.0,0,0,--,Phil Dawson,2015
15,12/20,CIN,L14-24,1,0,1,0,1,0,0.0,2,2,100.0,0,1,10.0,0,0,--,Phil Dawson,2015
16,12/27,@DET,L17-32,1,0,0,40,2,1,50.0,2,2,100.0,0,--,--,--,--,--,Phil Dawson,2015
17,01/03,STL,W19-16,1,0,0,38,4,4,100.0,1,1,100.0,0,--,--,--,--,--,Phil Dawson,2015
1,09/07,@DAL,W28-17,1,0,0,0,1,0,0.0,4,4,100.0,0,5,67.6,3,2,29.0,Phil Dawson,2014
2,09/14,CHI,L20-28,1,0,0,27,2,2,100.0,2,2,100.0,0,5,66.4,4,1,21.0,Phil Dawson,2014
3,09/21,@ARI,L14-23,1,0,1,0,1,0,0.0,2,2,100.0,0,3,65.0,3,0,--,Phil Dawson,2014
4,09/28,PHI,W26-21,1,0,0,51,4,4,100.0,2,2,100.0,0,7,66.7,4,3,21.7,Phil Dawson,2014
5,10/05,KC,W22-17,1,0,0,55,5,5,100.0,1,1,100.0,0,7,66.4,2,5,23.8,Phil Dawson,2014
6,10/13,@STL,W31-17,1,0,0,54,1,1,100.0,4,4,100.0,0,6,65.7,4,2,27.0,Phil Dawson,2014
7,10/19,@DEN,L17-42,1,0,0,22,2,1,50.0,2,2,100.0,0,4,62.3,3,1,7.0,Phil Dawson,2014
8,Bye,,,,,,,,,,,,,,,,,,,Phil Dawson,2014
9,11/02,STL,L10-13,1,0,0,34,2,1,50.0,1,1,100.0,0,3,63.3,0,3,26.0,Phil Dawson,2014
10,11/09,@NO,W27-24,1,0,0,45,2,2,100.0,3,3,100.0,0,6,67.2,2,4,24.0,Phil Dawson,2014
11,11/16,@NYG,W16-10,1,0,0,44,3,3,100.0,1,1,100.0,0,5,63.0,0,5,25.8,Phil Dawson,2014
12,11/23,WAS,W17-13,1,0,0,41,1,1,100.0,2,2,100.0,0,3,64.7,1,2,18.5,Phil Dawson,2014
13,11/27,SEA,L3-19,1,0,0,40,1,1,100.0,0,0,--,0,2,67.5,1,1,23.0,Phil Dawson,2014
14,12/07,@OAK,L13-24,1,0,0,52,3,2,66.7,1,1,100.0,0,4,50.5,0,3,17.7,Phil Dawson,2014
15,12/14,@SEA,L7-17,1,0,0,0,0,0,--,1,1,100.0,0,2,65.5,1,1,12.0,Phil Dawson,2014
16,12/20,SD,L35-38,1,0,0,0,1,0,0.0,5,5,100.0,0,6,65.8,2,4,26.5,Phil Dawson,2014
17,12/28,ARI,W20-17,1,0,0,53,2,2,100.0,2,2,100.0,0,5,63.2,2,3,16.3,Phil Dawson,2014
1,09/08,GB,W34-28,1,0,0,33,3,2,66.7,4,4,100.0,0,7,68.1,4,3,13.3,Phil Dawson,2013
2,09/15,@SEA,L3-29,1,0,0,21,1,1,100.0,0,0,--,0,2,65.0,2,0,--,Phil Dawson,2013
3,09/22,IND,L7-27,1,0,0,0,0,0,--,1,1,100.0,0,2,69.5,2,0,--,Phil Dawson,2013
4,09/26,@STL,W35-11,1,0,0,0,2,0,0.0,5,5,100.0,0,6,67.7,3,3,24.7,Phil Dawson,2013
5,10/06,HOU,W34-3,1,0,0,38,2,2,100.0,4,4,100.0,0,7,68.6,1,6,23.3,Phil Dawson,2013
6,10/13,ARI,W32-20,1,0,0,44,3,3,100.0,3,3,100.0,0,7,69.9,5,2,21.0,Phil Dawson,2013
7,10/20,@TEN,W31-17,1,0,0,44,1,1,100.0,4,4,100.0,0,6,63.3,2,4,18.3,Phil Dawson,2013
8,10/27,@JAC,W42-10,1,0,0,0,0,0,--,6,6,100.0,0,7,63.7,0,7,19.4,Phil Dawson,2013
9,Bye,,,,,,,,,,,,,,,,,,,Phil Dawson,2013
10,11/10,CAR,L9-10,1,0,0,53,3,3,100.0,0,0,--,0,4,65.0,2,2,21.0,Phil Dawson,2013
11,11/17,@NO,L20-23,1,0,0,55,2,2,100.0,2,2,100.0,0,5,65.6,4,1,82.0,Phil Dawson,2013
12,11/25,@WAS,W27-6,1,0,0,49,2,2,100.0,3,3,100.0,0,6,60.8,0,6,17.0,Phil Dawson,2013
13,12/01,STL,W23-13,1,0,0,43,3,3,100.0,2,2,100.0,0,6,66.0,2,4,16.8,Phil Dawson,2013
14,12/08,SEA,W19-17,1,0,0,52,4,4,100.0,1,1,100.0,0,6,65.0,2,4,19.8,Phil Dawson,2013
15,12/15,@TB,W33-14,1,0,0,47,4,4,100.0,3,3,100.0,0,8,66.4,3,5,16.6,Phil Dawson,2013
16,12/23,ATL,W34-24,1,0,0,49,2,2,100.0,4,4,100.0,0,7,66.4,4,3,24.3,Phil Dawson,2013
17,12/29,@ARI,W23-20,1,0,0,56,4,3,75.0,2,2,100.0,0,5,65.8,2,3,15.7,Phil Dawson,2013
1,09/09,PHI,L16-17,1,0,0,43,3,3,100.0,1,1,100.0,0,5,63.8,2,3,21.3,Phil Dawson,2012
2,09/16,@CIN,L27-34,1,0,0,50,2,2,100.0,3,3,100.0,0,6,58.8,1,4,25.8,Phil Dawson,2012
3,09/23,BUF,L14-24,1,0,0,0,0,0,--,2,2,100.0,0,3,66.3,2,1,34.0,Phil Dawson,2012
4,09/27,@BAL,L16-23,1,0,0,52,3,3,100.0,1,1,100.0,0,5,71.4,2,3,22.7,Phil Dawson,2012
5,10/07,@NYG,L27-41,1,0,0,41,2,2,100.0,3,3,100.0,0,6,54.3,0,5,13.4,Phil Dawson,2012
6,10/14,CIN,W34-24,1,0,0,41,2,2,100.0,4,4,100.0,0,7,65.3,2,4,20.0,Phil Dawson,2012
7,10/21,@IND,L13-17,1,0,0,0,0,0,--,1,1,100.0,0,3,70.7,2,1,24.0,Phil Dawson,2012
8,10/28,SD,W7-6,1,0,0,0,0,0,--,1,1,100.0,0,2,62.5,0,2,16.0,Phil Dawson,2012
9,11/04,BAL,L15-25,1,0,0,41,5,5,100.0,0,0,--,0,6,64.5,2,4,20.0,Phil Dawson,2012
10,Bye,,,,,,,,,,,,,,,,,,,Phil Dawson,2012
11,11/18,@DAL,L20-23,1,0,0,51,2,2,100.0,2,2,100.0,0,6,69.2,6,0,--,Phil Dawson,2012
12,11/25,PIT,W20-14,1,0,0,32,2,2,100.0,2,2,100.0,0,5,59.2,0,4,18.8,Phil Dawson,2012
13,12/02,@OAK,W20-17,1,0,1,41,3,2,66.7,2,2,100.0,0,5,65.0,0,5,20.2,Phil Dawson,2012
14,12/09,KC,W30-7,1,0,0,34,3,3,100.0,3,3,100.0,0,7,63.7,4,3,17.0,Phil Dawson,2012
15,12/16,WAS,L21-38,1,0,0,0,0,0,--,3,3,100.0,0,4,64.5,3,1,22.0,Phil Dawson,2012
16,12/23,@DEN,L12-34,1,0,0,53,2,2,100.0,0,0,--,0,4,64.3,3,1,6.0,Phil Dawson,2012
17,12/30,@PIT,L10-24,1,0,0,51,2,1,50.0,1,1,100.0,0,3,60.7,1,2,23.0,Phil Dawson,2012
1,09/11,CIN,L17-27,1,0,0,20,1,1,100.0,2,2,100.0,0,4,71.8,0,4,23.0,Phil Dawson,2011
2,09/18,@IND,W27-19,1,0,0,23,2,2,100.0,3,3,100.0,0,6,69.8,3,3,22.0,Phil Dawson,2011
3,09/25,MIA,W17-16,1,0,0,30,1,1,100.0,2,2,100.0,0,4,66.3,1,3,20.0,Phil Dawson,2011
4,10/02,TEN,L13-31,1,0,0,51,2,2,100.0,1,1,100.0,0,4,66.3,1,2,24.0,Phil Dawson,2011
5,Bye,,,,,,,,,,,,,,,,,,,Phil Dawson,2011
6,10/16,@OAK,L17-24,1,0,0,47,1,1,100.0,2,2,100.0,0,4,52.0,0,3,50.3,Phil Dawson,2011
7,10/23,SEA,W6-3,1,0,2,53,4,2,50.0,0,0,--,0,3,67.0,0,3,20.0,Phil Dawson,2011
8,10/30,@SF,L10-20,1,0,0,52,1,1,100.0,1,1,100.0,0,2,64.5,0,2,16.5,Phil Dawson,2011
9,11/06,@HOU,L12-30,1,0,0,51,2,2,100.0,0,0,--,0,4,53.5,0,3,22.3,Phil Dawson,2011
10,11/13,STL,L12-13,1,0,0,44,5,4,80.0,0,0,--,0,4,62.8,1,3,17.3,Phil Dawson,2011
11,11/20,JAC,W14-10,1,0,0,0,1,0,0.0,2,2,100.0,0,3,66.0,2,1,17.0,Phil Dawson,2011
12,11/27,@CIN,L20-23,1,0,0,54,3,2,66.7,2,2,100.0,0,5,59.0,0,5,20.0,Phil Dawson,2011
13,12/04,BAL,L10-24,1,0,0,21,1,1,100.0,1,1,100.0,0,3,46.7,1,2,17.0,Phil Dawson,2011
14,12/08,@PIT,L3-14,1,0,0,20,1,1,100.0,0,0,--,0,2,63.5,0,2,15.5,Phil Dawson,2011
15,12/18,@ARI,L17-20,1,0,0,44,1,1,100.0,2,2,100.0,0,4,69.0,0,4,24.5,Phil Dawson,2011
16,12/24,@BAL,L14-20,1,0,0,0,0,0,--,2,2,100.0,0,3,63.7,1,2,27.0,Phil Dawson,2011
17,01/01,PIT,L9-13,1,0,0,49,3,3,100.0,0,0,--,0,4,65.5,0,4,23.0,Phil Dawson,2011
1,09/12,@TB,L14-17,1,0,0,0,1,0,0.0,2,2,100.0,0,3,70.7,1,2,25.0,Phil Dawson,2010
2,09/19,KC,L14-16,1,0,0,0,1,0,0.0,2,2,100.0,0,3,66.3,0,3,19.3,Phil Dawson,2010
3,09/26,@BAL,L17-24,1,0,0,38,1,1,100.0,2,2,100.0,0,4,68.3,0,4,21.3,Phil Dawson,2010
4,10/03,CIN,W23-20,1,0,0,31,3,3,100.0,2,2,100.0,0,5,56.0,0,5,9.4,Phil Dawson,2010
5,10/10,ATL,L10-20,1,0,0,19,1,1,100.0,1,1,100.0,0,3,70.3,0,3,22.0,Phil Dawson,2010
6,10/17,@PIT,L10-28,1,0,0,39,1,1,100.0,1,1,100.0,0,3,47.0,0,2,19.0,Phil Dawson,2010
7,10/24,@NO,W30-17,1,0,0,48,3,3,100.0,3,3,100.0,0,7,69.9,3,4,20.8,Phil Dawson,2010
8,Bye,,,,,,,,,,,,,,,,,,,Phil Dawson,2010
9,11/07,NE,W34-14,1,0,0,38,2,2,100.0,4,4,100.0,0,7,50.4,0,6,9.3,Phil Dawson,2010
10,11/14,NYJ,L20-26,1,0,0,34,2,2,100.0,2,2,100.0,0,6,57.2,1,4,20.3,Phil Dawson,2010
11,11/21,@JAC,L20-24,1,0,0,41,4,2,50.0,2,2,100.0,0,5,67.6,0,5,17.6,Phil Dawson,2010
12,11/28,CAR,W24-23,1,0,0,41,1,1,100.0,3,3,100.0,0,5,61.6,0,5,16.4,Phil Dawson,2010
13,12/05,@MIA,W13-10,1,0,0,32,3,2,66.7,1,1,100.0,0,3,71.0,1,2,24.0,Phil Dawson,2010
14,12/12,@BUF,L6-13,1,0,0,25,2,2,100.0,0,0,--,0,3,60.3,0,3,17.7,Phil Dawson,2010
15,12/19,@CIN,L17-19,1,0,0,23,1,1,100.0,2,2,100.0,0,4,48.0,0,3,24.3,Phil Dawson,2010
16,12/26,BAL,L10-20,1,0,0,30,1,1,100.0,1,1,100.0,0,3,42.3,0,1,15.0,Phil Dawson,2010
17,01/02,PIT,L9-41,1,0,0,19,1,1,100.0,0,0,--,0,3,65.7,1,2,18.0,Phil Dawson,2010
1,09/13,CLE,W31-10,1,0,0,34,1,1,100.0,4,4,100.0,0,6,64.0,5,1,27.0,Nick Folk,2015
2,09/21,@IND,W20-7,1,0,0,46,3,2,66.7,2,2,100.0,0,5,68.2,1,4,24.5,Nick Folk,2015
3,09/27,PHI,L17-24,1,0,0,53,1,1,100.0,2,2,100.0,0,4,48.5,2,1,10.0,Nick Folk,2015
4,10/04,@MIA,W27-14,1,0,0,48,3,2,66.7,3,3,100.0,0,6,67.0,0,6,23.5,Nick Folk,2015
5,Bye,,,,,,,,,,,,,,,,,,,Nick Folk,2015
6,10/18,WAS,W34-20,1,0,0,39,3,2,66.7,4,4,100.0,0,7,64.9,2,5,19.2,Nick Folk,2015
7,10/25,@NE,L23-30,1,0,0,55,3,3,100.0,2,2,100.0,0,6,58.2,2,3,27.7,Nick Folk,2015
8,11/01,@OAK,L20-34,1,0,0,40,2,2,100.0,2,2,100.0,0,5,68.4,1,4,25.3,Nick Folk,2015
9,11/08,JAC,W28-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Nick Folk,2015
1,09/07,OAK,W19-14,1,0,0,45,2,2,100.0,1,1,100.0,0,5,66.0,2,3,22.3,Nick Folk,2014
2,09/14,@GB,L24-31,1,0,0,52,1,1,100.0,3,3,100.0,0,5,65.8,3,2,29.0,Nick Folk,2014
3,09/22,CHI,L19-27,1,0,0,43,4,4,100.0,1,1,100.0,0,6,59.8,2,4,18.3,Nick Folk,2014
4,09/28,DET,L17-24,1,0,0,27,1,1,100.0,2,2,100.0,0,4,67.5,2,2,17.5,Nick Folk,2014
5,10/05,@SD,L0-31,1,0,--,--,--,--,--,--,--,--,--,1,65.0,1,0,--,Nick Folk,2014
6,10/12,DEN,L17-31,1,0,0,30,1,1,100.0,2,2,100.0,0,4,67.5,2,2,16.0,Nick Folk,2014
7,10/16,@NE,L25-27,1,0,1,47,5,4,80.0,1,1,100.0,0,7,57.6,2,4,26.3,Nick Folk,2014
8,10/26,BUF,L23-43,1,0,0,55,1,1,100.0,2,2,100.0,0,4,64.5,2,2,9.5,Nick Folk,2014
9,11/02,@KC,L10-24,1,0,0,39,1,1,100.0,1,1,100.0,0,2,72.5,0,2,52.5,Nick Folk,2014
10,11/09,PIT,W20-13,1,0,0,30,3,2,66.7,2,2,100.0,0,5,68.0,1,4,25.8,Nick Folk,2014
11,Bye,,,,,,,,,,,,,,,,,,,Nick Folk,2014
12,11/24,@BUF,L3-38,1,0,0,27,1,1,100.0,0,0,--,0,2,62.0,1,1,13.0,Nick Folk,2014
13,12/01,MIA,L13-16,1,0,0,45,4,2,50.0,1,1,100.0,0,4,56.0,0,3,17.3,Nick Folk,2014
14,12/07,@MIN,L24-30,1,0,0,44,5,5,100.0,1,1,100.0,0,7,54.1,0,7,17.3,Nick Folk,2014
15,12/14,@TEN,W16-11,1,0,0,51,2,1,50.0,1,1,100.0,0,--,--,--,--,--,Nick Folk,2014
16,12/21,NE,L16-17,1,0,1,37,4,3,75.0,1,1,100.0,0,5,65.0,0,5,18.2,Nick Folk,2014
17,12/28,@MIA,W37-24,1,0,0,39,4,3,75.0,4,4,100.0,0,8,64.9,3,5,24.0,Nick Folk,2014
1,09/08,TB,W18-17,1,0,0,48,3,3,100.0,1,1,100.0,0,5,61.6,2,3,30.7,Nick Folk,2013
2,09/12,@NE,L10-13,1,0,0,37,1,1,100.0,1,1,100.0,0,3,67.0,2,1,25.0,Nick Folk,2013
3,09/22,BUF,W27-20,1,0,0,47,2,2,100.0,3,3,100.0,0,5,66.0,4,1,18.0,Nick Folk,2013
4,09/29,@TEN,L13-38,1,0,0,47,2,2,100.0,1,1,100.0,0,4,65.0,4,0,--,Nick Folk,2013
5,10/07,@ATL,W30-28,1,0,0,43,3,3,100.0,3,3,100.0,0,6,64.8,5,1,23.0,Nick Folk,2013
6,10/13,PIT,L6-19,1,0,0,39,2,2,100.0,0,0,--,0,3,56.3,1,2,14.0,Nick Folk,2013
7,10/20,NE,W30-27,1,0,0,42,3,3,100.0,3,3,100.0,0,7,66.3,3,4,24.0,Nick Folk,2013
8,10/27,@CIN,L9-49,1,0,0,50,3,3,100.0,0,0,--,0,4,65.5,0,4,33.3,Nick Folk,2013
9,11/03,NO,W26-20,1,0,0,47,4,4,100.0,2,2,100.0,0,7,65.1,4,3,20.3,Nick Folk,2013
10,Bye,,,,,,,,,,,,,,,,,,,Nick Folk,2013
11,11/17,@BUF,L14-37,1,0,0,0,1,0,0.0,2,2,100.0,0,3,66.0,2,1,26.0,Nick Folk,2013
12,11/24,@BAL,L3-19,1,0,0,27,1,1,100.0,0,0,--,0,2,59.0,0,2,19.0,Nick Folk,2013
13,12/01,MIA,L3-23,1,0,0,20,1,1,100.0,0,0,--,0,2,69.5,0,2,34.5,Nick Folk,2013
14,12/08,OAK,W37-27,1,0,0,51,3,3,100.0,4,4,100.0,0,8,60.5,0,8,16.9,Nick Folk,2013
15,12/15,@CAR,L20-30,1,0,0,54,2,2,100.0,2,2,100.0,0,5,51.4,1,3,16.3,Nick Folk,2013
16,12/22,CLE,W24-13,1,0,0,21,2,1,50.0,3,3,100.0,0,4,64.8,1,3,30.7,Nick Folk,2013
17,12/29,@MIA,W20-7,1,0,0,35,3,2,66.7,2,2,100.0,0,5,58.0,1,4,13.3,Nick Folk,2013
1,09/09,BUF,W48-28,1,0,0,39,2,2,100.0,6,6,100.0,0,9,66.0,6,3,23.7,Nick Folk,2012
2,09/16,@PIT,L10-27,1,0,0,38,1,1,100.0,1,1,100.0,0,3,65.3,1,2,22.5,Nick Folk,2012
3,09/23,@MIA,W23-20,1,0,0,33,3,3,100.0,2,2,100.0,0,5,69.4,1,4,23.0,Nick Folk,2012
4,09/30,SF,L0-34,1,0,--,--,--,--,--,--,--,--,--,1,70.0,0,1,25.0,Nick Folk,2012
5,10/08,HOU,L17-23,1,0,0,21,1,1,100.0,2,2,100.0,0,4,51.3,0,3,11.0,Nick Folk,2012
6,10/14,IND,W35-9,1,0,0,0,0,0,--,5,5,100.0,0,6,64.8,2,4,17.8,Nick Folk,2012
