"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"TE","Justin Perillo",2500,"GB@Min 08:30PM ET",0.000,"GB"
"TE","Ryan Hewitt",2500,"Cin@Pit 01:00PM ET",0.000,"Cin"
"TE","Levine Toilolo",2500,"Atl@Oak 04:25PM ET",0.000,"Atl"
"TE","Dion Sims",2500,"Mia@NE 01:00PM ET",0.000,"Mia"
"TE","Orson Charles",2500,"Ten@Det 01:00PM ET",0,"Det"
"TE","Brandon Bostick",2500,"NYJ@Buf 08:25PM ET",0.000,"NYJ"
"TE","Brandon Williams",2500,"Sea@LA 04:05PM ET",0.000,"Sea"
"TE","Crockett Gillmore",2500,"Bal@Cle 01:00PM ET",1.500,"Bal"
"TE","Trey Burton",2500,"Phi@Chi 08:30PM ET",0,"Phi"
"TE","Blake Bell",2500,"SF@Car 01:00PM ET",0.000,"SF"
"TE","A.J. Derby",2500,"Mia@NE 01:00PM ET",0.000,"NE"
"TE","Erik Swoope",2500,"Ind@Den 04:25PM ET",0.000,"Ind"
"TE","James O'Shaughnessy",2500,"KC@Hou 01:00PM ET",0.000,"KC"
"TE","MyCole Pruitt",2500,"GB@Min 08:30PM ET",0,"Min"
"TE","C.J. Fiedorowicz",2500,"KC@Hou 01:00PM ET",1.600,"Hou"
"TE","Xavier Grimble",2500,"Cin@Pit 01:00PM ET",0.000,"Pit"
"TE","Randall Telfer",2500,"Bal@Cle 01:00PM ET",0.000,"Cle"
"TE","Chris Manhertz",2500,"NO@NYG 01:00PM ET",0,"NO"
"TE","Scott Simonson",2500,"SF@Car 01:00PM ET",0.000,"Car"
"TE","Tyler Kroft",2500,"Cin@Pit 01:00PM ET",0.000,"Cin"
"TE","Jeff Heuerman",2500,"Ind@Den 04:25PM ET",0,"Den"
"TE","Ross Travis",2500,"KC@Hou 01:00PM ET",0.000,"KC"
"TE","Demetrius Harris",2500,"KC@Hou 01:00PM ET",4.000,"KC"
"TE","Tyler Higbee",2500,"Sea@LA 04:05PM ET",1.200,"LA"
"TE","Jace Amaro",2500,"Ten@Det 01:00PM ET",0,"Ten"
"TE","Nick O'Leary",2500,"NYJ@Buf 08:25PM ET",0.000,"Buf"
"TE","Nick Vannett",2500,"Sea@LA 04:05PM ET",0,"Sea"
"TE","Stephen Anderson",2500,"KC@Hou 01:00PM ET",5.500,"Hou"
"TE","Joshua Perkins",2500,"Atl@Oak 04:25PM ET",0,"Atl"
"TE","Temarrick Hemingway",2500,"Sea@LA 04:05PM ET",0,"LA"
"TE","Ben Koyack",2500,"Jax@SD 04:25PM ET",0.000,"Jax"
"TE","Troy Niklas",2500,"TB@Ari 04:05PM ET",0.000,"Ari"
"TE","David Morgan",2500,"GB@Min 08:30PM ET",0.000,"Min"
"TE","Phillip Supernaw",2500,"Ten@Det 01:00PM ET",0.000,"Ten"
"TE","Seth DeValve",2500,"Bal@Cle 01:00PM ET",0.000,"Cle"
"TE","Maxx Williams",2500,"Bal@Cle 01:00PM ET",0.000,"Bal"
"TE","Jerell Adams",2500,"NO@NYG 01:00PM ET",0,"NYG"
"TE","Cole Wick",2500,"Ten@Det 01:00PM ET",1.500,"Det"
"TE","Geoff Swaim",2500,"Dal@Was 01:00PM ET",3.100,"Dal"
"TE","Austin Hooper",2500,"Atl@Oak 04:25PM ET",2.400,"Atl"
"TE","Hunter Henry",2500,"Jax@SD 04:25PM ET",3.000,"SD"
"TE","Braedon Bowman",2500,"NYJ@Buf 08:25PM ET",0,"NYJ"
"TE","Khari Lee",2500,"Ten@Det 01:00PM ET",0.000,"Det"
"DST","Cowboys ",2400,"Dal@Was 01:00PM ET",5.000,"Dal"
"DST","49ers ",2400,"SF@Car 01:00PM ET",16.000,"SF"
"DST","Falcons ",2300,"Atl@Oak 04:25PM ET",1.000,"Atl"
"DST","Saints ",2300,"NO@NYG 01:00PM ET",-4.000,"NO"
"DST","Jaguars ",2300,"Jax@SD 04:25PM ET",1.000,"Jax"
"DST","Titans ",2200,"Ten@Det 01:00PM ET",4.000,"Ten"
"DST","Buccaneers ",2200,"TB@Ari 04:05PM ET",3.000,"TB"
